"","Weather Forecast for Main Cities","","","Date :","11-Sep-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","36","24","90","50","Mainly fair"
"Batticaloa","34","26","90","65","Showers or thundershowers are likely after 2.00p.m"
"Colombo","31","26","80","70","A few showers"
"Galle","30","26","85","75","A few showers"
"Jaffna","33","27","90","70","Showers or thundershowers"
"Kandy","31","21","95","65","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","20","13","95","70","Showers or thundershowers are likely after 2.00p.m"
"Ratnapura","33","24","95","65","Several spells of showers"
"Trincomalee","34","24","90","55","A few showers"
"Mannar","33","27","90","65","Showers or thundershowers are likely after 2.00p.m"
