"Buttala
Drought","2019.04.08","340","1530","","","","","","","","","",""
"ලමොනර෈ග඼","","","","","","","","","","","","",""
"18
Lighting
nkhdwhfiy","2019.06.24","1","5","1","","","","","","","","",""
"ඌල","","","","","","","","","","","","",""
"Siyabalanduwa","","","","","","","","","","","","",""
"Moneragala
Cth khfhzk","","","","","","","","","","","","",""
"High Wind","2019.06.24","15","72","","","","3","12","","","","",""
"Uva","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","356","1607","1","0","0","3","12","0","0","0","0","0"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","356","1607","1","0","0","3","12","0","0","0","0","0"
"මුළු එකතුල   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","124108","451333","4","2","2","35","101","5","0","6","66","261"
"","","","","ර෈ජක෈රි භ෈ර නිළධ෈රි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
