"","Homagama","","117","371","","","","","117","","","","",""
"","Kasbawa","","23","96","","","","","23","","","","",""
"","Padukka","","6","25","","","","","7","5","","","",""
"","Moratuwa","","24","95","","","","","23","1","","","",""
"නකොළඹ nfhOk;G","","Heavy Rain and","","","","","","","","","","","",""
"13","Rathmalana","2018.07.11","76","368","","","","","76","","","","",""
"Colombo","","High Wind","","","","","","","","","","","",""
"","Thimbirigasyaya","","1","5","","1","","","1","","","","",""
"Western/","Sri Jayawardhanepura","","1","4","","","","","1","","","","",""
"Nky;","","","","","","","","","","","","","",""
"","Maharagama","","5","22","","","","","5","","","","",""
"khfhzk;බ","","","","","","","","","","","","","",""
"","Dehivela","","32","113","","","","11","21","","","","",""
"ස්නාහිර පලාත","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","285","1099","0","1","0","11","274","6","0","0","0","0"
"ගම්පහ","","","","","","","","","","","","","",""
"14
fk;g`h","Kelaniya","Rain and High wind 2018.07.09","1","2","","","","","1","","","","",""
"Gampaha","","","","","","","","","","","","","",""
"","","","1","2","0","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","286","1101","0","1","0","11","275","6","0","0","0","0"
"","","Missing in the","","","","","","","","","","","",""
"","Hikkaduwa","2018.06.29","","","","","7","","","","","","",""
"","","Marine","","","","","","","","","","","",""
"","Ambalangoda","","3","13","","","","","","1","","","",""
"","Bope Poddala","","3","10","","","","","3","","","","",""
"","Elpitiya","","11","36","","","","1","10","","","","",""
"ගාල්ල","","","","","","","","","","","","","",""
"15","Kadawath sathara","","3","12","","","","","3","","","","",""
"fhyp      Galle","","","","","","","","","","","","","",""
"","Akmeemana","2018.07.08
High Wind","4","19","","","","","4","","","","",""
"","Karandeniya","","2","7","","","","","2","","","","",""
"","Nagoda","","10","38","","","","","10","","","","",""
"","Yakkalamulla","","9","35","","","","","9","","","","",""
"දකුනු පලාත/","","","","","","","","","","","","","",""
"njd;","Niyagama","","2","5","","","","","2","","","","",""
"khfhzk;/","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","47","175","0","0","7","1","43","1","0","0","0","0"
"Southern","","","","","","","","","","","","","",""
"","Beliatta South","","","","","5","","","","2","2","","",""
"","Beliatta East","2018.07.08","2","6","","1","","","2","","","","",""
"හම්බන්නතොට","","High Wind","","","","","","","","","","","",""
"16
`k;ghe;Njhl;il","Puwak Dandawa North","","1","3","","","","1","","","","","",""
"Hambantota","Helekada","2018.07.09","","","","","","","1","","","","",""
"","Lunugamwehera","Elephant Attack
2018.07.07","","1","1","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","3","10","1","6","0","1","3","2","2","0","0","0"
"මාතර","","","","","","","","","","","","","",""
"17","Matara","High Wind
2018.07.10","1","4","1","","","","","","","","","Tree Falean"
"khj;jiw Matara","","","","","","","","","","","","","",""
