"","","කිලිකනොච්චිය","","","","","","","","","","","","","",""
"","4","fpspnehr;rp","Poonakary","Lightning
2024.10.10","1","5","","","","","1","","","","",""
"","","Killinochchi","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","5","0","0","0","0","1","0","0","0","0","0"
"උතුරු පලොත","","","","","","","","","","","","","","","",""
"tl khfhzk;","","","","Heavy Rain
2024.10.12","1","3","","","","","1","","","","",""
"","","යොපනය","","","","","","","","","","","","","",""
"Northen","5","","Pointpedro","","","","","","","","","","","","",""
"","","aho;g;ghzk; Jaffna","","","","","","","","","","","","","",""
"","","","","Lightning
2024.10.12","","","","","","","","","1","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","3","0","0","0","0","1","0","1","0","0","0"
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","2","8","0","0","0","0","2","0","1","0","0","0"
"","","","","Cutting Failur/Flood
2024.10.11","85","288","","","","","85","14","","","",""
"","","","Dehiovita","","","","","","","","","","","","",""
"","","","","Tree Fallen
2024.10.13","1","5","","","","","1","","","","",""
"","","","Bulathkohupitiya","Cutting Failur
2024.10.10","4","19","","","","","4","","","1","1","7"
"","","කෑගල්ල","","High Wind
2024.10.09-11","3","7","","2","","","3","","","","",""
"","6","Nffhiy","Yatiyanthota","","","","","","","","","","","","",""
"","","Kegalle","","Cutting Failure
2024.10.12","2","6","","","","","2","","","","",""
"","","","Warakapola","High Wind","3","9","","","","","3","1","","","",""
"","","","Kegalla","2024.10.11
Tree Fallen","1","2","","","","","1","","","","",""
"","","","Ruwanwella","Flood","2","13","","","","","2","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","101","349","0","2","0","0","101","15","0","1","1","7"
"ස්ත්‍බරගමුව පලොත","","","Eheliyagoda","","53","151","","","","","8","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"","","","Ayagama","","6","18","","","","","2","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"","","","Nivitigala","","3","8","","","","","2","1","","","",""
"","","","Opanayaka","","1","2","","","","","1","","","","",""
"","","රත්නපුර","Kahawatta","2024.10.11
High Wind/Cutting","3","12","","","","","3","","","","",""
"","7",",uj;jpdGhp","Kiriella","Failure/Flood/Tree","11","37","","","","","4","","","","",""
"","","Rathnapura","","Fallen","","","","","","","","","","","",""
"","","","Rathnapura","","6","16","","","","","3","3","","","",""
"","","","Elapatha","","2","7","","","","","","","","","",""
"","","","Godakawela","","2","4","","","","","2","","","","",""
"","","","Kuruvita","","15","66","","","","","2","1","","","",""
"","","","","2024.10.12","","","","","","","","","","","",""
"","","","Weligepola","","2","6","","","","","2","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","104","327","0","0","0","0","29","5","0","0","0","0"
"","","පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","205","676","0","2","0","0","130","20","0","1","1","7"
"","","හම්බනකතොට","","","","","","","","","","","","","",""
"","8","`k;ghe;Njhl;il","Walasmulla","High Wind
2024.10.10","1","5","","","","","1","","","","",""
"","","Hambantota","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1","5","0","0","0","0","1","0","0","0","0","0"
"","","","Welivita Divitura","","2","5","","","","","2","","","","",""
"","","","Imaduwa","","5","15","","","","","5","","","","",""
"","","","Karandeniya","","1","4","","","","","1","","","","",""
"","","","Benthota","","1","3","","","","","1","","","","",""
"","","","Madampagama","","1","3","","","","","1","","","","",""
"","","","","2024.10.11","","","","","","","","","","","",""
"","","","Hikkaduwa","","3","12","","","","","3","","","","",""
"දකුණු පලොත","","","Akmeemana","","2","9","","","","","2","","","","",""
"njd; khfhzk;","","ගොල්ල","","","","","","","","","","","","","",""
"","","","Rathgama","","2","8","","","","","2","","","","",""
"Southern","9","fhyp","","Heavy rain","","","","","","","","","","","",""
"","","Galle","Gonapinuwala","","2","6","","","","","2","1","","","",""
"","","","Nagoda","","8","25","","","","","8","","","","",""
"","","","Bopepoddala","","1","4","","","","","1","","","","",""
"","","","Baddegama","","2","7","","","","","1","","","","",""
"","","","Niyagama","","1","4","","","","","1","","","","",""
"","","","","2024.10.14","","","","","","","","","","","",""
"","","","Waduraba","","2","8","","","","","2","","","","",""
"","","","Habaraduwa","","2","7","","","","","2","","","","",""
"","","","Ambalangoda","","1","4","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","36","124","0","0","0","0","35","1","0","0","0","0"
