"","8
fpspnehr;rp","","2019.12.02","14","40","","","","","4","","","1","2","8",""
"","","Flood","","","","","","","","","","","","","",""
"","Killinochchi","","","","","","","","","","","","","","",""
"","Pachchilaipallai","","","12","42","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total","","","103","297","0","0","0","0","4","0","0","1","2","8",""
"","පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","351","1077","0","1","0","0","4","0","0","2","7","23",""
"","","","2019.11.30","1","6","","","","","1","","","","","",""
"","","Cutting Failure","","","","","","","","","","","","","",""
"","Kegalle","","2019.12.01","2","11","","","","","","","","","","",""
"","","Tree Fallen","2019.12.01","1","3","","","","","1","","","","","",""
"","","","2019.12.01","4","15","","","","","4","","","","","",""
"","","Tree Fallen","","","","","","","","","","","","","",""
"","Galigamuwa","","2019.12.02","2","9","","","","","2","","","","","",""
"","","Lightning","2019.12.03","1","4","","","","","1","","","","","",""
"","","Tree Fallen","","1","5","","","","","1","","","","","",""
"","Ruwanwella","Lightning","2019.11.30","1","2","","","","","1","","","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","",""
"","9
Nffhiy","Cutting Failure","","5","19","","","","","1","","","","","",""
"","Kegalle","Cutting Failure","2019.11.30","1","4","","","","","1","","","","","",""
"","Aranayaka","","","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලොත","","Heavy Rain","2019.12.01","1","5","","","","","1","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"","","Tree Fallen","2019.12.01","1","4","","","","","1","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","",""
"","Warakapola","","2019.11.30","1","5","","","","","1","","","","","",""
"","","Cutting Failure","","","","","","","","","","","","","",""
"","","","2019.12.01","3","9","","","","","2","","","","","",""
"","","Lightning","","2","8","","","","","1","","","","","",""
"","Bulathkohupitiya","","2019.12.02","","","","","","","","","","","","",""
"","","Heavy Rain","","1","5","","","","","1","","","","","",""
"","Dehiovita","Fire","2019.12.03","3","10","","","","","1","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total","","","31","124","0","0","0","0","21","0","0","0","0","0",""
"","රත්නපුර 
Godakawela","Cutting Failure","2019.12.01","1","2","","","","","1","","","","","",""
"","10
,uj;jpdGhp","","","","","","","","","","","","","","",""
"","Kahawatta
Rathnapura","Heavy Rain","2019.12.01/02","10","48","","","","","10","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total","","","11","50","0","0","0","0","11","0","0","0","0","0",""
