"","2018.06.12","1","5","","","","1","","","","","",""
"Okawela","","","","","","","","","","","","",""
"","2018.06.12","1","4","","","","","1","","","","",""
"හම්බන්නතොට/`k;gh","","","","","","","","","","","","",""
"","2018.06.11","5","16","","","","","4","","","","",""
"දකුනු 
16
e
Njhl;il 
Beliaththa","","","","","","","","","","","","",""
"","Heavy rain & High","","","","","","","","","","","",""
"","2018.06.12","1","5","","","","","1","","","","",""
"/Hambantota
පලාත/njd;
Wind","","","","","","","","","","","","",""
"khfhzk;/ 
Hambanthota","2018.06.13","10","37","","2","","","10","2","","","",""
"Southern","","","","","","","","","","","","",""
"Ambalanthota","2018.06.13","52","181","","","","","65","14","3","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","70","248","0","2","0","1","81","16","3","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","222","686","0","4","0","3","231","20","3","0","0","0"
"Uvaparanagama
බදුල්ල/gJs;is/B","","14","56","","","","","14","","","","",""
"17
 High Wind","2018.06.10","","","","","","","","","","","",""
"ඌව/Cth 
adulla","","","","","","","","","","","","",""
"Welimada","","20","80","","","","","20","","","","",""
"khfhzk;/Uv","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total
a","","34","136","0","0","0","0","34","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","34","136","0","0","0","0","34","0","0","0","0","0"
"Missing in the 
අම්පාර/mk;ghiw/","","","","","","","","","","","","",""
"18
Pottuvil","2018.06.02","3","5","","","3","","","","","","",""
"නැනගනහිර 
Marine
Ampara","","","","","","","","","","","","",""
"පලාත/fpof;F","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","3","5","0","0","3","0","0","0","0","0","0","0"
"/Eastern","","","","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","3","5","0","0","3","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","60944","214083","4","11","5","49","3050","57","6","13","85","296"
"","","","","රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
