"","","Horowpothana","","2025.01.19","23
123","","","","4","","","","",""
"","","Mihinthalaya","","2025.01.19/20","11
43","","","","2","","","","",""
"","","Thambuttegama","","2025.01.19/20","7
17","","","","","","","","",""
"","","Medawachchiya","","2025.01.20","183
567","","","","","","","","",""
"","","Kebithigollewa
අනුරාධපුර","Flood / Flash Flood /","2025.01.19/20","29
113","","","","3","","","","",""
"","1","m.Guk;","Heavy Rain / High","","","","","","","","","","",""
"","","Kekirawa","","2025.01.19","11
43","","","","2","","","","",""
"","","Anuradhapura","wind","","","","","","","","","","",""
"","","C.N.P.","","2025.01.19","109
378","","","","1","","","2
81","300",""
"","","Palagala","","2025.01.15/18/19","6
18","","","","1
4","","","","",""
"උතුරුමැද ප ාත","","Rajanganaya","","2025.01.20","4
7","","","","","","","","",""
"tlkj;jpa","","","","","","","","","","","","","",""
"","","Galnewa","","2025.01.19/20","1
3","","","","1","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"North Central","","Rambewa","","2025.01.18/19/20","98
337","","","","4","","","","",""
"","","Thirappane","","2025.01.19/20","25
79","","","","13","","","","",""
"","","Thalawa","","2025.01.20","2
6","","","","1","","","","",""
"","","Galenbindunuwewa","","2025.01.19","13
40","","","","1","","","","",""
"","","Nachchauwa","","2025.01.21","6
22","","","","","","","","",""
"","","Mahawilachchiya","","2025.01.21","1
2","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","939
3138","0","0","0","1
46","0","0","5
120","464",""
"","","Lankapura","","","156
524","","","","3","","","","",""
"","","Dimbulagala","","","19
40","","","","5","","","","",""
"","","පපාප ාන්නරුව","","","","","","","","","","","",""
"","","Hingurakgoda","","","31
113","","","","","","","","",""
"","2","nghyd;dWit","Heavy Rain & Flood","2025.01.19 / 20","","","","","","","","","",""
"","","Welikanda
Polonnaruwa","","","2
9","1","","","2","","","","",""
"","","Thamankaduwa","","","220
767","","","","1","","","","",""
"","","Medirigiriya","","","2
8","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","430
1461","1","0","0","0
10","0","0","0
0","0",""
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","1369
4599","1","0","0","1
56","0","0","5
120","464",""
"","","","Heavy Rain & Flash","","","","","","","","","","",""
"","","කිලිපනාච්චිය 
Kandawalai","","2025.01.15-17","61
179","","","","","","","3
67","199",""
"","","","Flood","","","","","","","","","","",""
"","3","fpspnehr;rp","","","","","","","","","","","",""
"","","Killinochchi
Karachchi","Tree Fallen","2025.01.15-17","548
1961","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","609
2140","0","0","0","0
0","0","0","3
67","199",""
"","","Jaffna
යාපනය","High Wind","2025.01.19","50
227","","3","","50","","","","",""
"","4","aho;g;ghzk;","","","","","","","","","","","",""
"","","Jaffna
Telippalai","High Wind","2025.01.19","1
5","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","51
232","0","3","0","0
51","0","0","0
0","0",""
