"","Weather Forecast for Main Cities","","","Date :","4-Apr-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","25","95","60","Showers or thundershowers after 2.00p.m"
"Batticaloa","31","25","90","75","Showers or thundershowers"
"Colombo","30","25","85","70","Showers or thundershowers after 2.00p.m"
"Galle","32","26","90","70","Showers or thundershowers after 2.00p.m"
"Jaffna","33","25","95","65","Showers or thundershowers"
"Kandy","30","22","95","65","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","22","13","95","80","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","23","95","70","Showers or thundershowers after 2.00p.m"
"Trincomalee","31","24","95","70","Showers or thundershowers"
"Mannar","32","25","95","65","Showers or thundershowers after 2.00p.m"
