"","","","","","","","","නිවාස්ත්‍ හානි","","","",""
"","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","බලපෑමට ලක්වු","","","","Nrjkile;j","ලවනත් හානි பிற பாதிப்புகள்","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","tPLfs; Houses","Other Damages","","miktplk; Safe Location",""
"","","","","","","තුවාලවු","අතුරුදහ","Damaged","","","",""
"","","","ආරම්භක දිනය","","","පුද්ගලයින්","න්වූ","","","","",""
"","","","mdu;j;jk;","","මිය යෑම්","","පුද්ගලයින්","","","","",""
"","","ආපදාව","","","","","","","","","",""
"පළාත khfhzk;","","","","","kuzq;f","fhakil","fhzhky;","","කුඩා හා මධය","","","ලවනත් කරුණු                 NtW"
"#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","","",""
"Province","","","","","s;","e;NjhH","NghNdhH","","පරිමාණ වයාපාරික","ඉතා වැදගත් යටිතල","ආරක්ිත","Fwpg;Gf;fs; Remarks"
"","","Disaster","Date of","","Deaths","","","","පහසුකම් වලට වූ 
ස්ත්‍
රථාන சிறிய,","","ස්ත්‍
රථාන  
පවුේ",""
"","","","","","","","","පූර්ණ","","","",""
"","ප්‍රා.ලේ. ලකා","","commenced","පවුේ ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින්","","Injured","Missing","අර්ධ හානි","நடுத்தர,","හානි mbg;gilf;","ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව",""
"","දිස්ත්‍රික්කය","","","","","","","හානි","","","",""
"","gpuNjr nra.gp     DS","","","FLk;gq;fs; 
egHfs;","","People","People","gFjpasT","நிறுவனங்களின்","fl;likg;Gf;fs;","vz;zpf;i
egHfs; 
FLk;gq;f",""
"","மாவட்டம் District","","","","","","","KOik","","","",""
"","","","","Families
People","","","","Partially","சேதங்கள்; Small, 
Damages to","","s; 
Persons
f   No.",""
"","Division","","","","","","","Fully","","","",""
"","","","","","","","","","Medium, 
critical","","Families
of Safety",""
"","","","","","","","","","Enterprises 
Infrastructure","","Locations",""
"","","","","","","","","","Damages","","",""
"","යාපනය","","","","","","","","","","",""
"1
උතුරු පලාත","Chenkanai
aho;g;ghzk;","High Wind","2022.08.01","1
5","","","","1","","","",""
"","Jaffna","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1
5","0","0","0","0
1","0","0","0
0","0"
"Northen","","","","","","","","","","","",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1
5","0","0","0","0
1","0","0","0
0","0"
"","Kothmale","","2022.08.01/06","111
423","","","3","71","","","",""
"","Ambagamuwa
නුවරඑලිය","Flood / Landslide Risk","2022.08.01/05","231
854","3","","","2
108","","","1
4","8"
"2","Etnuypah  
Nuwaraeliya","/ High Wind / Cutting","2022.08.01/05","353
1357","","1","","274","","","",""
"","Nuwara Eliya","Failure","","","","","","","","","",""
"","Hanguranketha","","2022.08.01/05","16
58","","","","16","","","",""
"","Walapane","","2022.08.01/05","2
9","","","","2","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","713
2701","3","1","3","2
471","0","0","1
4","8"
"","","Heavy Rain & High","","","","","","","","","",""
"","Pathadumbara","","","3
16","","","","3","","","",""
"","","wind","","","","","","","","","",""
"","Yatinuwara","Tree Fallen","","17
63","","","","17","","","",""
"","Harispattuwa","","","12
53","","","","12","","","",""
"","Pathahewaheta","","","15
55","","","","15","","","",""
"","Gangawatakorale","","","9
39","","","","9","","","",""
"","Akurana","","","6
21","","","","6","","","",""
"","Deltota","","","7
32","","","","7","","","",""
"","Minipe","","","2
7","","","","2","","","",""
"3","නුවර fz;b Kandy
Doluwa","","2022.08.01/02/03","5
22","","","","5","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","",""
"","Poojapitiya","","","11
52","","","","11","","","",""
"kj;jpa","","","","","","","","","","","",""
"khfhzk;","Udunuwara","","","19
70","","","","19","","","",""
"Central","Madadumbara","","","25
97","","","","25","","","",""
"","Udapalatha","","","170
482","","","","9","","","",""
"","Kundasale","Heavy Rain","","15
67","","","","15","","","",""
"","Thmpane","Heavy Rain & High wind","","2
7","","","","2","","","",""
"","Ududumbara","Heavy Rain","","8
24","","","","8","","","",""
"","Pasbagekorale","Flood","","948
3955","1","","","15
9","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1274
5062","1","0","0","15
174","0","0","0
0","0"
"","Rattota","","2022.08.01","17
65","","1","","17","","","",""
"","Ukuwela","","2022.08.03","6
18","","","","6","","","",""
"","Yatawattha","","2022.08.01","2
6","","","","2","","","",""
"","Mathale
මාතලේ khj;jis","","2022.08.03","7
26","","","","7","","","",""
"4","","Heavy Rain","","","","","","","","","",""
"","Matale
Dambulla","","2022.08.05","1
2","","","","1","","","",""
"","Laggala pllegama","","2022.08.05","2
9","","","","2","","","",""
"","Galewela","","2022.08.05","1
6","","","","1","","","",""
"","Pallepola","","2022.08.04","6
20","","","","6","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","42
152","0","1","0","0
42","0","0","0
0","0"
