"","Weather Forecast for Main Cities","","","","14-Feb-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","33","24","90","65","A few showers"
"Batticaloa","30","27","90","75","Several spells of light showers"
"Colombo","35","25","70","65","Showers or thundershowers are likely after 4.00p.m"
"Galle","30","25","95","75","Showers or thundershowers are likely after 2.00p.m"
"Jaffna","31","24","90","60","Mainly fair"
"Kandy","29","22","90","60","Mainly fair"
"Nuwara-Eliya","19","14","95","60","Several spells of light showers"
"Ratnapura","35","22","95","60","Showers or thundershowers are likely after 2.00p.m"
"Trincomalee","31","26","85","65","Several spells of light showers"
"Mannar","31","26","85","65","Mainly fair"
