"","ප්‍රධාන  නගර සදහා කාලගුණ අනාවැකිය","","","දිනය :     2024-01-17",""
"","","උෂ්ණත්වය(සස. අංශක)","","සාසේක්ෂ ආර්ද්‍රතාවය(%)",""
"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","32","22","95","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","29","24","90","65","වැසි ස්වල්පයක්"
"යකාළඹ","31","22","85","50","ප්‍රධාන වශයයන් වැසි රහිත"
"ගාල්ල","30","23","90","70","ප්‍රධාන වශයයන් වැසි රහිත"
"යාපනය","30","24","95","65","ප්‍රධාන වශයයන් වැසි රහිත"
"මහනුවර","29","18","95","60","ප්‍රධාන වශයයන් වැසි රහිත"
"නුවරඑළිය","20","8","90","55","ප්‍රධාන වශයයන් වැසි රහිත"
"රත්නපුරය","32","21","95","65","ප්‍රධාන වශයයන් වැසි රහිත"
"ත්‍රිකුණාමලය","29","22","95","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මන්නාරම","30","24","85","65","ප්‍රධාන වශයයන් වැසි රහිත"
