"","","","","Date :","27-Jun-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","32","25","90","60","A few showers"
"Batticaloa","34","26","85","50","Showers or thundershowers are likely after 2.00p.m"
"Colombo","30","25","90","75","Showers at times"
"Galle","30","25","90","80","Showers at times"
"Jaffna","32","28","90","70","Mainly fair"
"Kandy","29","23","95","75","Several spells of showers"
"Nuwara-Eliya","19","14","95","75","Showers at times"
"Ratnapura","32","23","95","70","Showers at times"
"Trincomalee","34","26","85","50","Showers or thundershowers are likely after 2.00p.m"
"Mannar","32","28","90","70","Mainly fair"
