"","Heavy Rain, Wind &","","","","","","","","","","","","",""
"","","","327","1036","","","","","13","","","","",""
"Madampe","Flood","","","","","","","","","","","","",""
"","Tree Fallen","","","","1","","","","","","","","",""
"","Heavy Rain, Wind &","","","","","","","","","","","","",""
"","","","12","44","","","","","3","","","","",""
"","Flood","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","The Mundalama"
"","","","","","","","","","","","","","","dinghy capsizing"
"Mundalama","","","","","","","","","","","","","","incident in which one"
"","Boat Collapse","","","","","","","","","","","","","person died was"
"","","","","","","","","","","","","","","removed from this"
"","","","","","","","","","","","","","","report as it was an"
"","","","","","","","","","","","","","","accident."
"","","2024.05.22","","","","","","","","","","","",""
"Puttalam","Heavy Rain, Wind &","","8","31","","","","","8","","","","",""
"Chilaw","Flood","","148","609","","","","","21","","","","",""
"","","","98","327","","","","","7","","","","",""
"Arachchikattuwa
පුත්තලම","","","","","","","","","","","","","",""
"12","Tree Fallen","","","","1","1","","","","","","","",""
"Gj;jsk;  Puttalam","","","","","","","","","","","","","",""
"Karuwalagaswewa","","","7","28","","","","","4","","","","",""
"Nawagattegama","","","16","48","","","","","3","","","","",""
"","Heavy Rain, Wind &","","","","","","","","","","","","",""
"Mahawewa","","","525","1587","","2","","","7","","","1","57","197"
"","Flood","","","","","","","","","","","","",""
"Dankotuwa","","","15","70","","","","","13","","","","",""
"","","","108","395","","1","","","7","","","1","3","10"
"Nattandiya","","","","","","","","","","","","","",""
"","Tree Fallen","2024.05.23","","","1","1","","","12","","","","",""
"Wennappuwa","","","12","53","","","","","","","","","",""
"Pallama","Heavy Rain, Wind &","","9","28","","","","","9","","","","",""
"Maha kumbukkadawala","Flood","2024.05.22","4","12","","","","","4","","","","",""
"වයඹ පලාත  
Kalpitiya","","","1","5","","","","","1","","","","",""
"tlNky; khfhzk","","","","","","","","","","","","","",""
"Wanathavilluwa","","","3","12","","","","","3","","","","",""
"North Western","","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","1293","4285","3","5","0","0","115","0","0","2","60","207"
"Paduwasnuwara West","High Wind","2024.05.20","35","125","","","","","1","","","","",""
"Alauwwa","Flood","2024.05.20","3","10","","","","","3","","","","",""
"Narammala","Heavy rain","2024.05.21","2","2","","","","","1","","","","",""
"Bingiriya","Heavy rain","2024.05.22","20","66","","","","","","","","","",""
"Kuliyapitiuya East","Heavy rain","2024.05.22","6","29","","","","","5","","","","",""
"Kotawehera","High Wind","2024.05.21","1","6","","","","","1","","","","",""
"Kuliyapitiya West","High Wind","2024.05.22","2","5","","","","","2","","","","",""
"Bamunukotuwa","High Wind","2024.05.21","3","10","","","","","2","","","","",""
"කුරුනෑගල","","","","","","","","","","","","","",""
"Udubaddawa","High Wind","2024.05.22","13","39","","","","","","","","","",""
"13
FUdhfy;","","","","","","","","","","","","","",""
"Giribawa","High Wind","2024.05.22","1","4","","","","","1","","","","",""
"Kurunegala","","","","","","","","","","","","","",""
"Kurunegala","High Wind","2024.05.22","4","12","","","","","4","","","","",""
"Wariyapola","High Wind","2024.05.21","","","","","","","","","","","",""
"Maho","High Wind","2024.05.21","1","5","","","","","1","","","","",""
"Wirmbugedara","High Wind","2024.05.22","3","9","","","","","3","","","","",""
"Ibbagamuwa","High Wind","2024.05.22","7","24","","","","","7","","","","",""
"Rdigama","High Wind","2024.05.22","3","13","","","","","3","","","","",""
"Polgahawela","Heavy rain","2024.05.22","1","3","","","","","1","","","","",""
"Giribawa","High Wind","2024.05.22","3","10","","","","","2","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","108","372","0","0","0","0","37","0","0","0","0","0"
