"","Weather Forecast for Main Cities","","","Date :","12-Oct-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","24","95","60","Showers or thundershowers after 2.00p.m"
"Batticaloa","32","25","90","70","Showers or thundershowers after 2.00p.m"
"Colombo","30","25","95","65","Several spells of showers"
"Galle","29","25","95","75","Several spells of showers"
"Jaffna","32","26","90","65","A few showers"
"Kandy","31","20","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","22","13","95","65","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","23","95","65","Showers or thundershowers after 2.00p.m"
"Trincomalee","33","24","95","55","Showers or thundershowers after 2.00p.m"
"Mannar","32","27","90","65","Showers or thundershowers after 2.00p.m"
