"","Homagama","117","371","","","","","117","","","","",""
"","Kasbawa","23","96","","","","","23","","","","",""
"","Padukka","6","25","","","","","7","5","","","",""
"","Moratuwa","24","95","","","","","23","1","","","",""
"නකොළඹ nfhOk;G","Heavy Rain and","","","","","","","","","","","",""
"13","Rathmalana","2018.07.11
76","368","","","","","76","","","","",""
"","High Wind
Colombo","","","","","","","","","","","",""
"","Thimbirigasyaya","1","5","","1","","","1","","","","",""
"","Sri Jayawardhanepura","1","4","","","","","1","","","","",""
"Western/","","","","","","","","","","","","",""
"Nky;","Maharagama","5","22","","","","","5","","","","",""
"khfhzk;බ","Dehivela","32","113","","","","11","21","","","","",""
"ස්නාහිර පලාත දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","285","1099","0","1","0","11","274","6","0","0","0","0"
"ගම්පහ/fk;g`h/Ga","","","","","","","","","","","","",""
"14","Kelaniya
Rain and High wind 2018.07.09","1","2","","","","","1","","","","",""
"mpaha","","","","","","","","","","","","",""
"","","1","2","0","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","286","1101","0","1","0","11","275","6","0","0","0","0"
"","Missing in the","","","","","","","","","","","",""
"","Hikkaduwa","2018.06.29","","","","7","","","","","","",""
"","Marine","","","","","","","","","","","",""
"","Ambalangoda","3","13","","","","","","1","","","",""
"","Bope Poddala","3","10","","","","","3","","","","",""
"","Elpitiya","11","36","","","","1","10","","","","",""
"ගාල්ල","","","","","","","","","","","","",""
"15","Kadawath sathara","3","12","","","","","3","","","","",""
"fhyp      Galle","","","","","","","","","","","","",""
"","High Wind
Akmeemana","2018.07.08
4","19","","","","","4","","","","",""
"","Karandeniya","2","7","","","","","2","","","","",""
"","Nagoda","10","38","","","","","10","","","","",""
"දකුනු පලාත/","Yakkalamulla","9","35","","","","","9","","","","",""
"njd;","","","","","","","","","","","","",""
"","Niyagama","2","5","","","","","2","","","","",""
"khfhzk;/","","","","","","","","","","","","",""
"Southern","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","47","175","0","0","7","1","43","1","0","0","0","0"
"","Beliatta South","","","","5","","","","2","2","","",""
