"","","පුත්තල","","","","","","","","","","","","","",""
"","7","","Naththandiya","High Wind
2022.08.30","1","3","","","","","1","","","","",""
"","","Gj;jsk;  Puttalam","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1","3","0","0","0","0","1","0","0","0","0","0"
"වයඹ පලොත","","","","","","","","","","","","","","","",""
"","","","Nikaweratiya","High Wind
2022.08.30","8","26","","1","","","8","","","","",""
"tlNky;","","","","","","","","","","","","","","","",""
"","","කුරුනෑගල/FUdhf","","","","","","","","","","","","","",""
"khfhzk;","8","","Ibbagamuwa","Heavy Rain
2022.08.30","1","3","","","","","1","","","","",""
"","","y;/ Kurunegala","","","","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","",""
"","","","Mallavapitiya","Cutting Failure
2022.08.30","1","4","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","10","33","0","1","0","0","10","0","0","0","0","0"
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","11","36","0","1","0","0","11","0","0","0","0","0"
"","","","Udunuwara","","1","4","","","","","1","","","","",""
"","","","Gangawata Korale","Heavy Rain & Hi.Wind","1","5","","","","","1","","","","",""
"","","","Thumapne","","1","7","","","","","1","","","","",""
"ධය","8","නුවර/fz;b/Kandy","","2022.08.30","","","","","","","","","","","",""
"","","","Yatinuwara","Tree fallan","2","5","","","","","2","","","","",""
"පලොත/kj;jpa","","","","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","","","","",""
"","","","Pathahewaheta","","1","2","","","","","1","","","","",""
"Central","","","","Heavy Rain & Hi.Wind","","","","","","","","","","","",""
"","","","Madadumbara","","8","34","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","14","57","0","0","0","0","6","0","0","0","0","0"
"","","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","14","57","0","0","0","0","6","0","0","0","0","0"
"","","","","Lightning
2022.08.30","1","3","","","","","1","","","","",""
"","","මකොළඹ/nfhOk;G/C","","","","","","","","","","","","","",""
"","9","","Sithawaka","","","","","","","","","","","","",""
"","","olombo","","","","","","","","","","","","","",""
"","","","","Heavy Rain & Hi.Wind 2022.09.01","2","5","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3","8","0","0","0","0","2","0","0","0","0","0"
"","","","Palinda Nuwara","","12","42","","","","","","","","","",""
"Western/ Nky;","","","","","","","","","","","","","","","",""
"khfhzk;","","","Bulathsinhala","","5","14","","","","","","","","","",""
"","","කළුතර/fSj;Jiw/","","Heavy Rain &","","","","","","","","","","","",""
"බස්ත්‍රනොහිර පලොත","10","","","2022.09.01","","","","","","","","","","","",""
"","","Kalutara","","Hi.Wind & Flood","","","","","","","","","","","",""
"","","","Ingiriya","","2","5","","","","","2","","","","",""
"","","","Walallavita","","2","9","","","","","2","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","21","70","0","0","0","0","4","0","0","0","0","0"
