"","","","Lunugala","","28","118","","","","","23","","","2","7","38"
"","","","","","","","","","","","","","","","","Injured due to Cutting"
"","","","Haldummulla","","5","20","","1","","","5","1","","","","Failure"
"","","","Hali Ela","","60","241","","","","","55","","","","",""
"","","","Ella","","19","75","","","","","13","","","","",""
"","","","Ridimaliyadda","","20","83","","","","","13","","","","",""
"","","","Passara","","9","30","","","","","9","","","","",""
"","","","","Heavy rain / High","","","","","","","","","","","",""
"","","බදුේ඼","","","","","","","","","","","","","","Injured due to Cutting"
"","","","Badulla","Wind / Cutting Failure","79","376","","4","","","51","","","","","Failure"
"ඌල","16","gJs;is","","2024.11.24 /25 26","","","","","","","","","","","",""
"","","","","/ Flood / Land slide","","","","","","","","","","","",""
"","","Badulla","Welimada","","10","39","","","","","10","","","","",""
"Cth khfhzk;","","","","Risk","","","","","","","","","","","",""
"Uva","","","Meegahakiwula","","7","23","","","","","5","","","","",""
"","","","Uva Paranagama","","26","99","","","","","23","","","","",""
"","","","Mahiyanganaya","","137","487","","","","","1","","","4","96","334"
"","","","","","","","","","","","","","","","","Death due to Cutting"
"","","","Bandarawela","","17","47","1","","","","15","","","","","Failure"
"","","","Soranathota","","45","173","","","","","11","","","1","10","39"
"","","","Kandaketiya","","15","50","","","","","13","","","","",""
"","","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","477","1861","1","5","0","0","247","1","0","7","113","411"
"","","පළ෈ත් ඵකතුල/ khfhz $l;Lj;njhif/Province Total","","","477","1861","1","5","0","0","247","1","0","7","113","411"
"","","","Kekirawa
Lightning","2024.11.17","1","4","","","","","1","","","","",""
"","","","","2024.11.26","35","168","","","","","","1","","","",""
"","","","Kahatagasdigiliya
Flood","","","","","","","","","","","","",""
"","","","","2024.11.25","1688","5261","","","","","","","","","",""
"","","අනුර෈ධපුර    m.Guk;","Rajanganaya
High wind","2024.11.26","2","7","","","","","","2","","","",""
"උතුරුම෉ද ප඼෈ත","17","","","","","","","","","","","","","","",""
"","","Anuradhapura","Medawachchiya","Heavy Rain & Wind
2024.11.25","1","5","","","","","1","","","","",""
"tlkj;jpa","","","","","","","","","","","","","","","",""
"khfhzk;","","","Galenbindunuwewa","Heavy Rain & Wind
2024.11.25","1","3","","","","","1","","","","",""
"North Central","","","","","","","","","","","","","","","",""
"","","","Thirappane
Heavy Rain","2024.11.25","1","2","","","","","1","","","","",""
"","","","Palagala
Heavy Rain","2024.11.17","1","1","","","","","1","","","","",""
"","","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","1730","5451","0","0","0","0","5","3","0","0","0","0"
"","","පළ෈ත් ඵකතුල/ khfhz $l;Lj;njhif/Province Total","","","1730","5451","0","0","0","0","5","3","0","0","0","0"
"","මුළු එකතුල   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","59269","207582","1","8","7","6","561","57","178","101","3102","10137"
