"Chavakachcheri","","2024.11.26","416","1355","","","","","11","","","","",""
"Kayts","","2024.11.27","371","1462","","","","","2","","","","",""
"Point Pedro","","2024.11.28","115","385","","","","","19","","3","","",""
"Nallur","","2024.11.29","43","142","","","","","1","","","2","4","7"
"Thellippalai","","2024.11.30","29","93","","","","","","","","","",""
"Chankanai","","2024.11.31","631","2524","","","","1","1","","","1","2","5"
"Karainagar
ය෈පනය","","2024.11.32","141","508","","","","","2","","","","",""
"5
aho;g;ghzk;    
Sandilippay","Flash Flood","2024.11.33","266","932","","","","","2","","","","",""
"Jaffna","","","","","","","","","","","","","",""
"Kopay","","2024.11.34","79","294","","","","","6","","","","",""
"Jaffna","","2024.11.35","470","1520","","","","","","","","","",""
"Uduvil","","2024.11.36","4","11","","","","","1","1","","","",""
"Delft","","2024.11.37","51","155","","","","","1","","","","",""
"Velanai","","2024.11.38","1","7","","","","","1","","","","",""
"Karavedy","","2024.11.39","9","34","","","","","","","","","",""
"Maruthankerny","","2024.11.40","80","220","","","","","","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","2706","9642","0","0","0","1","47","1","3","3","6","12"
"Karachchi","","2024.11.22 - 26","473","1695","","","","","3","1","","1","3","11"
"කිලිලනොච්චිය 
Kandawalai","","2024.11.22 - 26","115","278","","","","","3","","","1","6","16"
"6
fpspnehr;rp","High Wind/Flood","","","","","","","","","","","","",""
"Killinochchi
Pachchilaippailli","","2024.11.22 - 26","43","143","","","","","1","","","","",""
"උතුරු ප඼෈ත","","","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","","",""
"Poonkary","","2024.11.22 - 26","180","634","","","","","","","","","",""
"Northen","","","","","","","","","","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","811","2750","0","0","0","0","7","1","0","2","9","27"
"Manthai East","Flood","2024.11.22 - 26","56","193","","","","","","","","","",""
"Maritimepattu
මු඼තිව්","Flood","2024.11.24 - 26","24","78","","","","","","","","","",""
"7
Ky;iyj;jPT","","","","","","","","","","","","","",""
"Mulaitivu
Oddusuddan","Flood","2024.11.25 - 26","50","153","","","","","","","","1","53","160"
"Puthukkudii","Flood","2024.11.26","18","56","","","","","","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","148","480","0","0","0","0","0","0","0","1","53","160"
"Mannar Town","","","12613","43854","","","","","5","","","22","647","2179"
"Nannatan","","","32","112","","","","","","","","1","6","19"
"මන්න෈රම kd;dhH","","","","","","","","","","","","","",""
"8","Heavy Rain/Flood","2024.11.23 - 26","","","","","","","","","","","",""
"Mannar
Manthai West","","","1562","5512","","","","","","","","2","19","66"
"Madhu","","","30","82","","","","","","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","14237","49560","0","0","0","0","5","0","0","25","672","2264"
"","Heavy Rain","2024.11.23","1","1","","","","","","","","","",""
"Vavuniya North","","","","","","","","","","","","","",""
"","Flood","2024.11.26","5","21","","","","","","","","","",""
"ලව්නිය෈ල","","","","","","","","","","","","","",""
"9
Vavuniya","Flood","2024.11.27","","","","","","","","","","1","15","51"
"tTdpah Vavuniya","","","","","","","","","","","","","",""
"","High Wind","2024.11.25","1","2","","","","","1","","","","",""
"Vengalacheddikulam","","","","","","","","","","","","","",""
"","Heavy Rain","2024.11.26","13","49","","","","","13","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","20","73","0","0","0","0","14","0","0","1","15","51"
"පළ෈ත් ඵකතුල/ khfhz $l;Lj;njhif/Province Total","","","17922","62505","0","0","0","1","73","2","3","32","755","2514"
