"මේනාරම","32","22","90","60","ප්‍රධාන වශනයේ වැසි රහිත",""
"","பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல்","","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன் (%)","","",""
"நகரம்","","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த","",""
"அனுராதபுரம்","34","21","90","50","பிரதானமாக சீரான வானிலை",""
"மட்டக்களப்பு","30","23","90","60","பிரதானமாக சீரான வானிலை",""
"வகாழும்பு","31","24","90","60","பிரதானமாக சீரான வானிலை",""
"காலி","32","25","90","65","பிரதானமாக சீரான வானிலை",""
"யாழ்ப்பாணம்","32","18","95","60","பிரதானமாக சீரான வானிலை",""
"கண்டி","31","17","95","45","பிரதானமாக சீரான வானிலை",""
"நுவவரலியா","22","8","75","20","பிரதானமாக சீரான வானிலை",""
"இரத்தினபுரி","35","22","90","50","பிரதானமாக சீரான வானிலை",""
"திருககாணமலை","31","21","85","60","பிரதானமாக சீரான வானிலை",""
"மன்னார்","32","22","90","60","பிரதானமாக சீரான வானிலை",""
