"","ප්‍රධාන  නගර සදහා කාලගුණ අනාවැකිය","","","",""
"","","උෂ්ණත්වය(සස. අංශක)","","සාසේක්ෂ ආර්ද්‍රතාවය(%)",""
"නගරය","","","","",""
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","34","21","90","50","ප්‍රධාන වශනයේ වැසි රහිත"
"මඩකලපුව","30","23","90","60","ප්‍රධාන වශනයේ වැසි රහිත"
"නකාළඹ","31","24","90","60","ප්‍රධාන වශනයේ වැසි රහිත"
"ගාල්ල","32","25","90","65","ප්‍රධාන වශනයේ වැසි රහිත"
"යාපනය","32","18","95","60","ප්‍රධාන වශනයේ වැසි රහිත"
"මහනුවර","31","17","95","45","ප්‍රධාන වශනයේ වැසි රහිත"
"නුවරඑළිය","22","8","75","20","ප්‍රධාන වශනයේ වැසි රහිත"
"රත්නපුරය","35","22","90","50","ප්‍රධාන වශනයේ වැසි රහිත"
"ත්‍රිකුණාමලය","31","21","85","60","ප්‍රධාන වශනයේ වැසි රහිත"
"මේනාරම","32","22","90","60","ප්‍රධාන වශනයේ වැසි රහිත"
