"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","34","25","95","65","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"මඩකලපුව","31","25","95","75","වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"හකාළඹ","30","25","95","75","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ගාල්ල","29","25","95","85","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"යාපනය","32","24","95","80","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ම නුවර","30","24","95","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"නුවරඑළිය","21","15","95","75","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"රත්නපුරය","30","24","95","75","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ත්‍රිකුණාමලය","32","25","95","75","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"මන්නාරම","31","25","95","80","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
