"නැගෙනහිර 
Mahaoya","2022.03.18","5","16","","","","","5","","","","",""
"High wind","","","","","","","","","","","","",""
"පලාත    
Irakkamam","","1","5","","","","","1","","1","","",""
"අම්පාර","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","",""
"7
mk;ghiw 
Ampara
Lighting","","1","3","","","","","1","","","","",""
"Eastern","2022.03.19","","","","","","","","","","","",""
"Ampara
Pothuvil","","2","9","","","","","2","","","","",""
"","Heavy Rain / High","","","","","","","","","","","",""
"Wind
Damana","","1","4","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","10","37","0","0","0","0","10","0","1","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","27","96","0","0","0","0","25","2","1","0","0","0"
"Karachchi","2022.03.23","2","6","","","","","2","","","","",""
"කිලිගනාච්චිය","","","","","","","","","","","","",""
"8
Lightning 
fpspnehr;rp","","1","5","","","","","1","","","","",""
"Kandawali
උතුරු පලාත","","","","","","","","","","","","",""
"Killinochchi","2022.03.24","","","","","","","","","","","",""
"tl khfhzk;","","","","","","","","","","","","",""
"Pachchilaippalli","","1","2","","","","","1","","","","",""
"Northen ;","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","4","13","0","0","0","0","4","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","4","13","0","0","0","0","4","0","0","0","0","0"
"Kekirawa","2022.03.23","4","10","","","","","4","2","","","",""
"අනුරාධ්‍පුර","","","","","","","","","","","","",""
"උතුරුමැද 
9
High Wind","","","","","","","","","","","","",""
"m.Guk; 
Kebithigollawa","2022.03.24","1","1","","","","","1","","","","",""
"පලාත/tlkj;jp
Anuradhapura","","","","","","","","","","","","",""
"Nuwaragama 
a khfhzk;/","2022.03.22","1","4","","","","","1","","","","",""
"North Central/","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","6","15","0","0","0","0","6","2","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","6","15","0","0","0","0","6","2","0","0","0","0"
"මුළු එකතුව/ nkhj;jf; $l;ly;/GRAND TOTAL","","105","397","0","0","0","26","77","10","1","2","26","101"
