"","Weather Forecast for Main Cities","","","Date :","1-Aug-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","36","24","95","50","Showers or thundershowers after 2.00p.m"
"Batticaloa","34","27","90","55","Showers or thundershowers after 2.00p.m"
"Colombo","32","27","85","70","A few showers"
"Galle","29","26","90","75","A few showers"
"Jaffna","35","27","90","75","A few showers"
"Kandy","32","22","95","60","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","23","14","95","60","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","24","95","65","Showers or thundershowers after 2.00p.m"
"Trincomalee","34","25","90","55","Showers or thundershowers after 2.00p.m"
"Mannar","33","26","90","70","A few showers"
