"න්‍ගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","36","24","90","40","ප්‍රධාන වශහයන් වැසි රහිත"
"මඩකලපුව","32","25","90","70","ප්‍රධාන වශහයන් වැසි රහිත"
"හකාළඹ","33","26","85","60","සවස 4.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"ගාල්ල","31","26","90","70","සවස 4.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"යාපනය","34","24","90","45","ප්‍රධාන වශහයන් වැසි රහිත"
"ම නුවර","33","21","90","45","සවස 4.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"නුවරඑළිය","23","11","90","40","සවස 4.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"රත්නපුරය","36","24","95","55","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"ිකුණාමලය","34","25","95","55","ප්‍රධාන වශහයන් වැසි රහිත"
