"","","Koralaipattu south kiran","","2023.12.14","50","271","","","","","","","","","",""
"","මඩකලපුව","Porathivupattu veliveri","Flood","2023.12.16","40","142","","","","","","","","","",""
"","6
kl;lf;fsg;G","","","","","","","","","","","","","","",""
"ැනෙ හිර පලාත","Batticaloa","","","","317","913","","","","","","","","","",""
"","","Koralaipattu north vaharai","","2023.12.15","","","","","","","","","","","",""
"fpof;F Eastern","","","","","","","","","","","","","","","",""
"","","","High wind","","2","7","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","409","1333","0","0","0","0","2","0","0","0","0","0"
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","409","1333","0","0","0","0","2","0","0","0","0","0"
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","1732","5815","0","0","0","0","16","1","0","22","540","1771"
"","","","","","","","ආපදා කළම ාකරණ මධ්‍යස්ත්‍රථා ය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
