"Arachchikattuwa
Lightning","2022.11.05","2","8","","","","","2","","","","",""
"පුත්තලම     
Mahawewa
Flash Flood","2022.11.04","100","345","","","","","","","","","",""
"Gj;jsk;   
14
වයඹ පලාත","","","","","","","","","","","","",""
"Mundalama
Flood
Puttalam
tlNky;","2022.11.13","4","18","","","","","","","","1","4","18 Tharakkudivilluwa Community hall"
"khfhzk;","","","","","","","","","","","","",""
"Nawagattegama
Lightning","2022.11.13","2","7","1","3","","","","","","","",""
"North Western","","","","","","","","","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","108","378","1","3","0","0","2","0","0","1","4","18"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","108","378","1","3","0","0","2","0","0","1","4","18"
"ලකාළඹ","","","","","","","","","","","","",""
"15
Kaduwela
Lightning","2022.11.08","2","9","","","","","","","","","",""
"nfhOk;G Colombo","","","","","","","","","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","2","9","0","0","0","0","0","0","0","0","0","0"
"Western","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","",""
"කළුතර  fSj;Jiw","","","","","","","","","","","","",""
"16
Palindanuwara
Drowning","2022.11.14","","","","","1","","","","","","",""
"බසරනාහිර පලාත
Kalutara","","","","","","","","","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","0","0","0","0","1","0","0","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","2","9","0","0","1","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","1038","3711","7","10","1","1","221","1","8","2","18","64"
