"Ganga Wata Koralaya","","","","","","","","","","","","",""
"නුවර","","","","","","","","","","","","",""
"4","","","","","","","","","","","","",""
"fz;b           Kandy","","","","","","","","","","","","",""
"","2022.11.05","6","25","","","","","6","","","","",""
"","2022.11.05","4","22","","","","","3","","","","",""
"Minipe","2022.11.05","1","3","","","","","1","","","","",""
"Doluwa","Heavy Rain/ Tree Fallen
2022.11.03","1","5","","","","","1","","","","",""
"Pathadumbara","2022.11.05","4","23","","","","","3","","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","","",""
"Harispaththuwa
kj;jpa khfhzk;","2022.11.05/06","3","15","","","","","3","","","","",""
"Central","","","","","","","","","","","","",""
"","2022.11.06/07","3","13","","","","","3","","","","",""
"Poojapitiya","","","","","","","","","","","","",""
"","2022.11.06","1","2","","","","","1","","","","",""
"Yatinuwara","Cutting Faliure
2022.11.06","3","12","","","","","3","","","","",""
"","Cutting Faliure
2022.11.06","1","5","","","","","1","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","57","240","1","1","0","0","40","0","0","0","0","0"
"","Heavy Rain
2022.11.04/05","5","16","","","","1","","","","1","4","13 Muththuvinayagar Kovil"
"Rattota","","","","","","","","","","","","",""
"","Collapses of wall
2022.11.05","","","1","","","","","","","","",""
"Pallepola","","16","48","","","","","","","","","",""
"","2022.11.04","","","","","","","","","","","",""
"Ambangagakorale","","1","4","","","","","1","","","","",""
"මාතලල්","","","","","","","","","","","","",""
"5
Yatawaththa
khj;jis","2022.11.02-07","5","21","","","","","5","","","","",""
"Matale","Heavy Rain/ Landslide","","","","","","","","","","","",""
"Mathale","2022.11.08","1","4","","","","","","","","","",""
"Risk","","","","","","","","","","","","",""
"Ukuwela","2022.11.07-08","4","15","","","","","4","","","","",""
"Galewela","2022.11.08","1","4","","","","","1","","","","",""
"Wilgamuwa","2022.11.07","3","6","","","","","3","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","36","118","1","0","0","1","14","0","0","1","4","13"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","93","358","2","1","0","1","54","0","0","1","4","13"
"Karaveddy","2022.11.01","1","7","","","","","","","","","",""
"Jaffna","2022.11.01","25","80","","","","","","","","","",""
"යාපනය aho;g;ghzk;","","","","","","","","","","","","",""
"Point Pedro","2022.11.11","201","690","","","","","1","","","1","14","46 Polikandy Common Hall."
"Jaffna
6","Flash Flood","","","","","","","","","","","",""
"Maruthankerny","2022.11.11","24","72","","","","","","","","","",""
"Chavakachcheri","2022.11.08","56","185","","","","","","","","","",""
"Chankanai","2022.11.13","1","4","","","","","1","","1","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","308","1038","0","0","0","0","2","0","1","1","14","46"
"Maritimepattu
Lightning","2022.11.03","1","5","","","","","1","","","","",""
"Manthai East
High Wind
මුලතිව් Ky;iyj;jPT","2022.11.11","1","2","","","","","1","","","","",""
"7","","","","","","","","","","","","",""
"Mulaitivu
උතුරු පලාත","","","","","","","","","","","","",""
"","2022.11.07","1","5","","","","","1","","","","",""
"Puthukudiyirippu
High Wind
tl khfhzk;","","","","","","","","","","","","",""
"","2022.11.08","2","6","","","","","2","","","","",""
"Northen","","","","","","","","","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","5","18","0","0","0","0","5","0","0","0","0","0"
"මන්නාරම    kd;dhH","","","","","","","","","","","","",""
"8
Manthai West","Heavy Rain
2022.11.08","1","4","","","","","1","","","","",""
"Mannar","","","","","","","","","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","1","4","0","0","0","0","1","0","0","0","0","0"
"Pachchilaippalli","2022.11.11","10","28","","","","","","","","","",""
"කිලිලනාච්චිය","","","","","","","","","","","","",""
"9
Flood
fpspnehr;rp 
Karachchi","","4","12","","","","","","","","","",""
"Killinochchi","2022.11.11","","","","","","","","","","","",""
"Kandawalai","","107","359","","","","","","","","","",""
"දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","121","399","0","0","0","0","0","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","435","1459","0","0","0","0","8","0","1","1","14","46"
"Lightning","2022.11.02","2","5","1","1","","","","","","","",""
"Seruwila","","","","","","","","","","","","",""
"","Heavy Rain
2022.11.09","1","4","","","","","1","","","","",""
"High Wind","2022.11.02","1","6","","","","","1","","","","",""
"Kinniya","","","","","","","","","","","","",""
"ත්‍රීකුණාමලය jp.kiy","","","","","","","","","","","","",""
"10","Heavy Rain
2022.11.05","3","11","","","","","3","","","","",""
"Trincomalee","","","","","","","","","","","","",""
"Kanthale","Heavy Rain
2022.11.05","1","1","","","","","1","","","","",""
