"වයඹ පලාත","පුත්තලම","","","","","","","","","","","","",""
"","5
Kalpitiya
Flood
Gj;jsk;","2021.11.25","1055","3776","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","",""
"","Puttalam","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"North","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","1055","3776","0","0","0","0","0","0","0","0","0","0"
"Western","","","","","","","","","","","","","",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","1055","3776","0","0","0","0","0","0","0","0","0","0"
"නැනගනහිර","Drowning in the","","","","","","","","","","","","",""
"","","2021.11.23","1","7","","","1","","","","","","",""
"පලාත fpof;F","මඩකලපුව 
sea","","","","","","","","","","","","",""
"","Manmunai North","","","","","","","","","","","","",""
"Eastern","6
kl;lf;fsg;G","","","","","","","","","","","","",""
"","Lightning","2021.11.28","1","3","","","","","1","","","","",""
"","Batticaloa","","","","","","","","","","","","",""
"","Manmunai pattu
Lightning","2021.11.29","2","7","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","4","17","0","0","1","0","1","0","0","0","0","0"
"","Muthur
Lightning","2021.11.25","1","4","","1","","","","","","","",""
"","ත්‍රීකුණාමලය","","","","","","","","","","","","",""
"","Kinniya","2021.11.28","1","2","","","","","1","","","","",""
"","7
Heavy Rain
jp.kiy","","","","","","","","","","","","",""
"","Twon Gravets","2021.11.29","2","6","","","","","2","","","","",""
"","Trincomalee","","","","","","","","","","","","",""
"","Thambalagamuwa
Heavy Rain","2021.11.28","1","2","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","5","14","0","1","0","0","4","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","9","31","0","1","1","0","5","0","0","0","0","0"
"","Thunukkai
High Wind","2021.11.27","1","4","","","","","1","","","","",""
"","8
මුලතිව්න","","","","","","","","","","","","",""
"","Manthai East
Flood","2021.11.26","46","142","","","","","","","","","",""
"","Ky;iyj;jPT","","","","","","","","","","","","",""
"","Mulaitivu","","","","","","","","","","","","",""
"","Mullaitivu
Drowning","2021.12.05","","","3","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","47","146","3","0","0","0","1","0","0","0","0","0"
"","Chankanai","2021.11.28","2","6","","","","","2","","","","",""
"","යාපනය","","","","","","","","","","","","",""
"","Velanai","2021.11.29","4","12","","","","","3","","","","",""
"","9
Flood & Wind
aho;g;ghzk","","","","","","","","","","","","",""
"","Chavakachcheri","2021.11.28","103","326","","","","","","","","","",""
"","Jaffna","","","","","","","","","","","","",""
"","Pointpedro","2021.11.29","11","32","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","120","376","0","0","0","0","6","0","0","0","0","0"
"උතුරු පලාත","","","","","","","","","","","","","",""
"","වව්නියාව","","","","","","","","","","","","",""
"tl khfhzk;","10
vavuniya
Flood","2021.11.25","12","42","1","","","","5","","","","",""
"","tTdpah","","","","","","","","","","","","",""
"Northen","","","","","","","","","","","","","",""
"","Vavuniya","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","12","42","1","0","0","0","5","0","0","0","0","0"
"","කිලිනනාච්චිය","","","","","","","","","","","","",""
"","11
Pachchilaippalli
Heavy Rain / Flood
fpspnehr;rp","2021.11.25","201","701","","","","","","","","1","1",""
"","Killinochchi","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","201","701","0","0","0","0","0","0","0","1","1","4"
"","මන්නාරම 
Mannar Town","","11665","43669","","","","","","","","","",""
"","","2021.11.26-","","","","","","","","","","","",""
"","12
kd;dhH    
Heavy Rain / Flood","","","","","","","","","","","","",""
"","","12.06","","","","","","","","","","","",""
"","Mannar
Nannatan","","6","24","","","","","1","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","11671","43693","0","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","12051","44958","4","0","0","0","13","0","0","1","1","4"
"","නමානරාගල","","","","","","","","","","","","",""
"","13
Siyambalanduwa
Flood
nkhdwhfiy","2021.11.26","15","60","","","","1","14","","","","",""
"ඌව Cth","","","","","","","","","","","","","",""
"","Moneragala","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
