"ලමොනර෈ග඼","","","","","","","","","","","","",""
"19
Buttala
nkhdwhfiy","Drought
2019.04.08","340","1530","","","","","","","","","",""
"Moneragala","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","340","1530","0","0","0","0","0","0","0","0","0","0"
"ඌල                
Badulla","2019.06.17","35","132","","","","1","33","1","","","",""
"Cth khfhzk  
බදුල්඼","","","","","","","","","","","","",""
"Passara","2019.06.10","8","34","","","","","8","","","","",""
"Uva
20
gJs;is","High Wind","","","","","","","","","","","",""
"Haputhale","2019.06.11","3","7","","","","","3","","","","",""
"Badulla","","","","","","","","","","","","",""
"Welimada","2019.06.08","1","6","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","47","179","0","0","0","1","45","1","0","0","0","0"
