"Opanayake","High Wind","2021.05.25-27","15","49","","","","","3","","","","",""
"","High Wind","2021.05.25","23","77","","","","","23","","","","",""
"Godakawela","","","","","","","","","","","","","",""
"","Heavy Rain","2021.05.26","1","1","","","","","1","","","","",""
"","Heavy Rain","2021.05.25","5","26","","","","","4","","","","",""
"Balangoda","","","","","","","","","","","","","",""
"","High Wind","2021.05.26","9","33","","","","","9","","","","",""
"Kalthota","High Wind","2021.05.26","6","18","","","","","6","","","","",""
"","Cutting Faliure","2021.05.26","2","7","","","","","2","","","","",""
"Kahawatta","Heavy Rain","2021.05.26","2","9","","","","","2","","","","",""
"","High Wind","2021.05.26","29","125","","","","","29","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","1197","4949","0","2","0","1","474","0","0","6","25","92"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","1197","4949","0","2","0","1","474","0","0","6","25","92"
"Katuwana","","2021.05.25-27","13","47","","","","","9","","","","",""
"Walasmulla","","2021.05.24","6","29","","","","","6","","","","",""
"හම්බන්නතාට","","","","","","","","","","","","","",""
"14
Thissamaharama
`k;ghe;Njhl;il 
දකුනු පලාත","High wind","2021.05.24-27","6","22","","","","","5","","","","",""
"Hambantota
njd;","","","","","","","","","","","","","",""
"Beliatta","","2021.05.16-28","27","90","","","","","26","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"Southern
Okewela","","2021.05.28","8","33","","","","","6","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","60","221","0","0","0","0","52","0","0","0","0","0"
