"Western","","","","","","","","","","","","","","","","","",""
"Nky; khfhzk දිස්ත්‍රික් එ තුව khtl;l $l;Lj;njhif District Total","","","","","","27","142","0","0","0","0","27","0","0","1","27","142",""
"","","පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","","","27","142","0","0","0","0","27","0","0","1","27","142",""
"","","","","","","","","","","","","","","","","","","Official residence of the"
"","","","","Heavy Rain / High","","","","","","","","","","","","","",""
"","","","","","2021.03.22","40","150","","","","1","35","","","1","3","19","Municipal Secretary"
"","","","","Wind & Landslide Risk","","","","","","","","","","","","","","Balangoda"
"","","","Balangoda","","","","","","","","","","1","","","","",""
"","","","","Heavy Rain /","","","","","","","","","","","","","",""
"","","","","","2021.04.18","3","17","","","","","3","","","","","",""
"","","","","Landslide","","","","","","","","","","","","","",""
"","","","Nivithigala","Lightning","2021.04.10","1","2","1","","","","1","","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","","","",""
"","","","Pelmadulla","Heavy Rain","2021.04.12-19","6","24","","","","","6","","","","","",""
"ස්ත්‍බරෙමුව පලොත","2",",uj;jpdGhp","","","","","","","","","","","","","","","",""
"","","","Imbulpe","High Wind","2021.04.14-15","5","20","","","","","4","","","","","",""
"rg;ufKt","","Rathnapura","","","","","","","","","","","","","","","",""
"Sabaragamuw","","","Godakawela","Heavy Rain","2021.04.16","1","3","","","","","1","","","","","",""
"a","","","","","","","","","","","","","","","","","",""
"","","","Kahawatta","Lightning/High Wind","2021.04.16-17","3","13","","","","","3","","","","","",""
"","","","Ehaliyagoda","Tree fallan","2021.04.17","1","4","","","","","1","","","","","",""
"","","","Kolonna","Lightning/High Wind","2021.04.14-18","3","10","","","","","3","","","","","",""
"","","","Opanayake","Heavy Rain","2021.04.19","8","38","","","","","8","","","","","",""
"","","දිස්ත්‍රික් එ තුව khtl;l $l;Lj;njhif District Total","","","","71","281","1","0","0","1","65","1","0","1","3","19",""
"","","පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","","","71","281","1","0","0","1","65","1","0","1","3","19",""
"","","මන්නොරම","Nannatan","","2021:04:19","1117","3420","","","","","","","","","","",""
"","3","","","Drought","","","","","","","","","","","","","",""
"උතුරු පලොත","","","","","","","","","","","","","","","","","",""
"","","kd;dhH  Mannar","","","","","","","","","","","","","","","",""
"","","","Madhu","","2021:04:19","493","1519","","","","","","","","","","",""
"tl khfhzk","","","","","","","","","","","","","","","","","",""
"Northen","","දිස්ත්‍රික් එ තුව khtl;l $l;Lj;njhif District Total","","","","1610","4939","0","0","0","0","0","0","0","0","0","0",""
"","","පළොත් ඵ තුව khfhz $l;Lj;njhif  Province Total","","","","1610","4939","0","0","0","0","0","0","0","0","0","0",""
"","","ත්‍රීකුණොමලය","Thambalakamam","Drowning","2021.04.18","2","10","2","","","","","","","","","",""
"","4","jp.kiy","","","","","","","","","","","","","","","",""
"නැකෙනහිර","","","","","","","","","","","","","","","","","",""
"","","","Kantale","High Wind","2021.04.16-18","3","12","","","","","3","","","","","",""
"","","Trincomalee","","","","","","","","","","","","","","","",""
