"","ප්‍රධාන  නගර සදහා කාලගුණ අනාවැකිය","","","",""
"","","උෂ්ණත්වය(සස. අංශක)","","සාසේක්ෂ ආර්ද්‍රතාවය(%)",""
"නගරය","","","","",""
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","31","21","95","55","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","29","23","90","70","ප්‍රධාන වශයයන් වැසි රහිත"
"යකාළඹ","33","23","85","50","ප්‍රධාන වශයයන් වැසි රහිත"
"ගාල්ල","29","24","85","60","ප්‍රධාන වශයයන් වැසි රහිත"
"යාපනය","30","20","85","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මහනුවර","30","17","90","55","ප්‍රධාන වශයයන් වැසි රහිත"
"නුවරඑළිය","17","8","80","50","ප්‍රධාන වශයයන් වැසි රහිත"
"රත්නපුරය","36","19","90","45","ප්‍රධාන වශයයන් වැසි රහිත"
"ත්‍රිකුණාමලය","30","21","85","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මන්නාරම","30","24","90","60","ප්‍රධාන වශයයන් වැසි රහිත"
