"","","Minipe,","Yatinuwara"
"","","Hatharaliyadda and",""
"","","Delthota","ivisional Secretariat"
"","","","Division(s) (DSD) and"
"","","ivisional Secretariat","surrounding areas."
"","","Division(s) (DSD) and",""
"","","surrounding areas.",""
"","","","Yatiyanthota,"
"","","","Bulathkohupitiya,"
"","","","Galigamuwa,"
"","","","Warakapola,"
"","","","Rambukkana,"
"","","","Deraniyagala,"
"","","","Dehiowita,"
"Kegalle","","","Mawanella,"
"","","","Ruwanwella,"
"","","","Kegalle and"
"","","","Aranayaka"
"","","","D
ivisional Secretariat"
"","","","Division(s) (DSD) and"
"","","","surrounding areas."
"","","","Polgahawela,"
"","","","Narammala,"
"","","","Mallawapitiya,"
"","","","Alawwa,"
"","","","Mawathagama and"
"Kurunegala","","",""
"","","","Rideegama"
"","","","D
ivisional Secretariat"
"","","","Division(s) (DSD) and"
"","","","surrounding areas."
"","Yatawatta,","",""
