"","ප්‍රධො    ග  සදහො කොලගුණ අ ොවැකිය","","","","2023-11-28"
"","උෂ්ණත්තවය(නස. අංශ්‍ක)","","සොනේක්ෂ ආර්රතොවය(%)","",""
"ග ය","","","","","කොලගුණය"
"","උ රිම","අවම","උ රිම","අවම",""
"","","","","","සවස 2.00න් පසුව වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති විය"
"අනුරාධ්‍පුරය","32","24","95","65",""
"","","","","","ැක"
"මඩකලපුව","32","25","95","75","විටින් විට වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති වේ"
"වකාළඹ","30","24","90","65","සවස 2.00න් පසුව වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති වේ"
"ගාල්ල","28","25","95","65","සවස 2.00න් පසුව වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති වේ"
"යාපනය","31","25","90","65","වැසි ස්වල්පයක්"
"ම නුවර","29","22","95","65","සවස 2.00න් පසුව වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති වේ"
"","","","","","සවස 2.00න් පසුව වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති විය"
"නුවරඑළිය","18","14","95","80",""
"","","","","","ැක"
"රත්නපුරය","31","22","95","65","සවස 2.00න් පසුව වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති වේ"
"ත්‍රිකුණාමලය","31","25","95","75","විටින් විට වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති වේ"
"මන්නාරම","31","25","90","70","සවස 2.00න් පසුව වැසි ව ෝ ගිගුරුම් සහිත වැසි ඇති වේ"
