"Elpitiya
Flood","20","70","","","","1","13","3","","","",""
"Ambalangoda","6","19","","","","","6","","","","",""
"Heavy Rain
ගොල්ල           fhyp","","","","","","","","","","","",""
"8
Baddegama","2021.05.13
124","443","","","","","8","","","2","3","15"
"Galle","","","","","","","","","","","",""
"Imaduwa
Flood","18","67","","","","","18","","","","",""
"Bopepoddala","2","6","","","","","2","","","","",""
"Akmeemana","9","27","","","","","8","","","","",""
"Weliviya Divithura
දකුනු පලොත","5","32","","","","","5","","","","",""
"njd;","","","","","","","","","","","",""
"Gonapinuwala","5","21","","","","","5","","","","",""
"Heavy Rain
khfhzk;","","","","","","","","","","","",""
"Karandeniya","13","38","","","","","11","","","","",""
"Southern","","","","","","","","","","","",""
"Hikkaduwa","5","13","","","","","5","","","","",""
"Balapitiya","1","4","","","","","1","","","","",""
"Benthota","6","26","","","","","6","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","1296","3836","2","1","0","2","359","11","0","2","3","15"
"Mathara","12","44","","","","","12","","","","",""
"Flood","","","","","","","","","","","",""
"Kamburupitiya","14","53","","","","","14","","","","",""
"Thihagoda
High wind","1","6","","","","","1","","","","",""
"මොතර","","","","","","","","","","","",""
"9
Pitabaddara","2021.05.13
8","28","","","","","8","","","","",""
"khj;jiw Matara","","","","","","","","","","","",""
"Akuressa","396","1636","","","","","21","","","","",""
"Flood","","","","","","","","","","","",""
"Kirinda Phuhul","2","4","","","","","2","","","","",""
"Athuraliya","230","1035","","","","","40","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","663","2806","0","0","0","0","98","0","0","0","0","0"
"පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","1959","6642","2","1","0","2","457","11","0","2","3","15"
"Cutting","","","","","","","","","","","",""
"Udapalatha
Failiture/Landslide","2021:05:13
26","110","","2","","","17","","","1","9","36"
"Rosk","","","","","","","","","","","",""
"Gangaihalakorale","2021:05:13
4","18","","","","","4","","","","",""
"නුවර           fz;b","","","","","","","","","","","",""
"10
මධයම පලොත","","","","","","","","","","","",""
"Harispaththuwa
    Kandy","2021:05:15
4","17","","","","","4","","","","",""
"kj;jpa","","","","","","","","","","","",""
"High wind /Heavy Rain
Akurana
khfhzk;","2021:05:13
6","25","","","","","6","","","","",""
"Central
Pathahewaheta","2021:05:15
1","1","","","","","1","","","","",""
"Gangawatakorale","2021:05:14
1","5","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","42","176","0","2","0","0","33","0","0","1","9","36"
