"","ප්‍රධාන්‍  න්‍ගර සදහා කාලගුණ අන්‍ාවැකිය","","","",""
"","","උ්තණත්වය(ලස. අංශ්‍ක)","","සාලප්ක්් ආර්රතාවය(%)",""
"න්‍ගරය","","","","",""
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","35","25","85","50","ප්‍රධාන වශහයන් වැසි රහිත"
"මඩකලපුව","36","26","80","45","ප්‍රධාන වශහයන් වැසි රහිත"
"හකාළඹ","31","27","90","70","වැසි ස්වල්පයක්"
"ගාල්ල","29","26","90","70","වැසි ස්වල්පයක්"
"යාපනය","33","27","80","65","ප්‍රධාන වශහයන් වැසි රහිත"
"ම නුවර","29","24","85","65","වැසි ස්වල්පයක්"
"නුවරඑළිය","18","13","90","65","ප්‍රධාන වශහයන් වැසි රහිත"
"රත්නපුරය","33","25","90","70","වැසි ස්වල්පයක්"
"ිකුණාමලය","37","27","80","45","ප්‍රධාන වශහයන් වැසි රහිත"
"මන්නාරම","32","27","85","65","ප්‍රධාන වශහයන් වැසි රහිත"
