"","Weather Forecast for Main Cities","","","","8-Jul-2024"
"","","Temperature (0C)","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","26","90","65","Mainly fair"
"Batticaloa","34","26","90","60","Showers or thundershowers are likely after 2.00p.m"
"Colombo","30","24","95","75","Showers or thundershowers at times"
"Galle","29","24","90","75","Showers or thundershowers at times"
"Jaffna","31","28","85","75","A few showers"
"Kandy","29","22","95","70","Showers or thundershowers at times"
"Nuwara-Eliya","19","14","85","75","Several spells of showers"
"Ratnapura","31","24","95","75","Showers or thundershowers at times"
"Trincomalee","34","26","85","60","Mainly fair"
"Mannar","31","28","85","75","A few showers"
