"","දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 22nd","","","","","May 2025 at 0900hrs","","","","","","",""
"","","","","","","","","","","නිවාස්ත්‍ හානි Nrjkile;j","","",""
"","","පරිපාලන ප්‍රලද්ශය நிர்வாகப்  பிரிவு","","","බලපෑමට ලක්වු","","","","","","ලවනත් හානි பிற பாதிப்புகள்","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd",""
"","","","","","","","","","tPLfs; Houses","","","",""
"","","Administrative purview","","","ghjpf;fg;gl;l    Affected","","","","","","Other Damages","miktplk; Safe Location",""
"","","","","","","","තුවාලවු","අතුරුදහ","Damaged","","","",""
"","","","","ආරම්භක දිනය","","","පුද්ගලයින්","න්වූ","","","","",""
"","","","","","","මිය යෑම්","","පුද්ගලයින්","","","කුඩා හා මධය","",""
"","","","ආපදාව","mdu;j;jk;","","","","","","","ඉතා වැදගත් යටිතල","",""
"පළාත khfhzk;","","","","","","kuzq;f","fhakil","fhzhky;","","","පරිමාණ වයාපාරික","ආරක්ිත","ලවනත් කරුණු"
"","#","","mdHj;jk","Muk;gpj;j jpfjp","","","","","","","පහසුකම් වලට වූ","ස්ත්‍
රථාන  
පවුේ",""
"","","","","","","s;","e;NjhH","NghNdhH","","","ස්ත්‍
රථාන சிறிய,","","NtW Fwpg;Gf;fs; Remarks"
"Province","","දිස්ත්‍රික්කය  
ප්‍රා.ලේ. ලකා","","","","","","","","","","",""
"","","","Disaster","Date of","පවුේ ස්ත්‍ංඛ්‍යාව 
පුද්ගලයින්","Deaths","","","","අර්ධ හානි","හානි mbg;gilf; 
நடுத்தர,","පුද්ගලයින් 
ස්ත්‍ංඛ්‍යාව 
ස්ත්‍ංඛ්‍යාව",""
"","","","","","","","","","පූර්ණ හානි","","","",""
"","","மாவட்டம்  
gpuNjr nra.gp     DS","","","FLk;gq;fs; 
egHfs;","","Injured","Missing","","gFjpasT","நிறுவனங் களி
fl;likg;Gf;fs;","egHfs; 
vz;zpf;i
FLk;gq;f",""
"","","","","commenced","","","","","KOik Fully","","","",""
"","","","","","Families
People","","","","","Partially","ன
்  சேதங் கள்
 
Damages to","s; 
Persons
f   No.",""
"","","District
Division","","","","","People","People","","","","",""
"","","","","","","","","","","","Small, Medium, 
critical","Families
of Safety",""
"","","","","","","","","","","","Enterprises 
Infrastructure","Locations",""
"","","","","","","","","","","","Damages","",""
"","","","","2025.05.18","1
2","","","","","1","","",""
"","","Beliaththa","High Wind/Heavy Rain","","","","","","","","","",""
"","","","","2025.05.19","3
15","","","","","4","","",""
"","","Ambalantota","High Wind","","2
7","","","","","2","","",""
"","","හම්බනවතාට","","","","","","","","","","",""
"","1","Walasmulla
`k;ghe;Njhl;il","","","2
6","","","","","2","","",""
"දකුණු පලාත","","","","","","","","","","","","",""
"","","Hambantota
Agunakolapelessa","","","3
10","","","","","3","","",""
"njd; khfhzk;","","","","2025.05.19","","","","","","","","",""
"Southern","","Hambantota","High Wind/Heavy Rain","","4
15","","","","","4","","",""
"","","Thissamaharama","","","3
14","","","","","3","","",""
"","","Weeraketiya","","","1
4","","","","","1","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","19
73","0","0","0","0","20","0
0","0
0
0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","19
73","0","0","0","0","20","0
0","0
0
0",""
"","","පුත්තලම      
Marawila","","2025.05.13","","3","","1","","","","",""
"","2","Gj;jsk;","Drowning","","","","","","","","","",""
"ෙයඹ පලාත","","","","","","","","","","","","",""
"","","Chillaw
Puttalam","","2025.05.13","","1","","","","","","",""
"tlNky; khfhzk;","","","","","","","","","","","","",""
"North Western","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","0
0","4","0","1","0","0","0
0","0
0
0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","0
0","4","0","1","0","0","0
0","0
0
0",""
"","","Walallawita","High Wind/Lightning","2025.05.18/19","3
12","","","","","2","1","",""
"","","Agalawatta","","2025.05.18/19/20","9
32","","","","","9","","",""
"","","","High Wind","","","","","","","","","",""
"","","Mathugama","","","8
24","","","","","6","","",""
"","","","","2025.05.18/19","","","","","","","","",""
"","","","High Wind/ Lightning/","","","","","","","","","",""
"","","Bandaragama","","","4
15","","","","","3","","",""
"","","කළුතර","Heavy Rain","","","","","","","","","",""
"","3","fSj;Jiw","","","","","","","","","","",""
"Western","","","","","","","","","","","","",""
"","","Dodangoda
Kalutara","Lightning","2025.05.18","1
1","","","","","1","","",""
"Nky; khfhzk","","","","","","","","","","","","",""
"බස්නාහිර පලාත","","Kalurtara","Heavy Rain","2025.05.19/20","2
4","","","","","2","","",""
"","","Bulathsinghala","","2025.05.18/19","5
13","","","","","4","","",""
"","","Palindanuwara","High Wind","2025.05.19","1
1","","","","","1","","",""
"","","Horana","","2025.05.20","2
6","","","","","2","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","35
108","0","0","0","0","30","0
1","0
0
0",""
