"න්‍ රය","","","","",""
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධ්‍පුරය","33","24","90","50","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
"මඩකලපුව","34","26","90","60","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති  විය  ැක"
"හකාළඹ","31","27","80","65","වැසි වාර කිහිපයක්"
"ගාල්ල","30","27","85","75","වැසි වාර කිහිපයක්"
"යාපනය","33","27","85","75","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
"ම නුවර","30","22","90","55","වැසි වාර කිහිපයක්"
"නුවරඑළිය","19","14","90","70","වැසි වාර කිහිපයක්"
"රත්නපුරය","34","23","90","55","වැසි වාර කිහිපයක්"
"ිකුණාමලය","35","26","80","40","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
