"","Kotawehera","2019.05","994","3025","","","","","","","","","",""
"","කුරුණ්ග඼","","","","","","","","","","","","",""
"","Polpithigama","2019.05 සිට","1762","5688","","","","","","","","","",""
"4","Drought
FUdhfy;","","","","","","","","","","","","",""
"","Kuliyapitiya - East","2019.05.15","293","1263","","","","","","","","","",""
"","Kurunegala","","","","","","","","","","","","",""
"","Maaspotha","2019.04 සිට","59","214","","","","","","","","","",""
"","Weerambugedara","2019.05 සිට","135","515","","","","","","","","","",""
"","Giribawa","2019.5.28","544","1373","","","","","","","","","",""
"","Polgahawela","2019.01 සිට","185","548","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","5156","16669","0","0","0","0","0","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","18583","62442","0","0","0","0","0","0","0","0","0","0"
"","ලව්නිය෈ල","","","","","","","","","","","","",""
"5","Vavuniya North
Drought
tTdpah","2019.03.11","39","105","","","","","","","","","",""
"","Vavuniya","","","","","","","","","","","","",""
