"","","Kaluthara","","20","84","","","","","2","","","","",""
"","","Bandaragama","","65","273","","","","","","","","","",""
"","","Mathugama","","217","459","2","","","","","","","1","9","36"
"","","Palindanuwara","","63","265","","","","","1","","","1","3","10"
"","","Dodangoda","","127","586","","","","2","10","1","","","",""
"","","Horana","","18","54","","","","","","","","","",""
"Western/","","Agalawaththa","","56","180","","","","","","","","","",""
"","කළුතර/fSj;Jiw","","Flood / Cutting","","","","","","","","","","","",""
"Nky;","11","","2018.10.06","","","","","","","","","","","",""
"","/ Kalutara","Millaniya","failure","246","901","","","","","2","","","","",""
"khfhzk","","","","","","","","","","","","","","",""
"","","Bulathsinhala","","20","84","","","","","4","","","","",""
"/බස්නාහිර","","","","","","","","","","","","","","",""
"පලාත","","Walallawita","","450","1855","1","","1","","","","","","",""
"","","Ingiriya","","2","8","","","","","2","","","","",""
"","","Madurawela","","3","13","","4","","1","","","","","",""
"","","Beruwala","","23","115","","","","","","","","","",""
"","","Panadura","","75","350","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1385","5227","3","4","1","3","21","1","0","2","12","46"
