"න්‍ගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධ්‍පුරය","33","26","85","65","වැසි ස්වල්පයක්"
"මඩකලපුව","36","26","85","50","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
"හකාළඹ","31","25","90","75","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ගාල්ල","30","24","90","80","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"යාපනය","32","28","85","70","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
"ම නුවර","28","24","90","75","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"නුවරඑළිය","18","16","95","80","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"රත්නපුරය","31","25","95","75","විටින් විට වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ිකුණාමලය","34","27","85","65","ප්‍රධ්‍ාන වශහයන් වැසි රහිත"
