"","කෑගල්ල","","","","","","","","","","","","","","",""
"5","Nffhiy","","","","","","","","","","","","","","",""
"","Kegalle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"","","Deraniyagala","","","4","19","Page 2","","","","2","","","","","Situation Report on 2019.11.05 at 1800 hrs.xlsx"
"","","","High wind","","","","","","","","","","","","",""
"","","","","","2","8","","","","","2","","","","",""
"","","Dehiovita","","","","","","","","","","","","","",""
"සබරගමුව පලාත","","","Cutting failure","","1","4","","","","","1","","","","",""
"","","","","2020.09.06","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","",""
"","","Galigamuwa","","","4","14","","","","","2","","","","",""
"Sabaragamuwa","","","High wind","","","","","","","","","","","","",""
"","","","","","3","11","","","","","3","","","","",""
"","","Rambukkana","","","","","","","","","","","","","",""
"","","","Cutting failure","","1","6","","","","","1","","","","",""
"","","Yatiyanthota","Tree Fallen","2020.09.04","2","12","","","","","2","1","","","",""
"","","","Tree Fallen","2020.09.04","2","4","","","","","","","","","",""
"","","Aranayake","","","","","","","","","","","","","",""
"","","","Tree Fallen","2020.09.06","3","10","","","","","","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","38","150","0","0","0","2","21","1","0","0","0","0"
"","","Kiriella","High wind","","1","5","","","","","1","","","","",""
"","","Elapatha","","","4","16","","","","","4","","","","",""
"","","","Heavy rain & High Wind","","","","","","","","","","","","",""
"","","Nivithigala","","","2","7","1","","","","1","","","","",""
"","රත්නපුර","","","","","","","","","","","","","","",""
"","","","Cutting failure","","1","3","","","","","","","","","",""
"6",",uj;jpdGhp","Rathnapura","","2020.09.06","","","","","","","","","","","",""
"","","","High wind","","1","4","","","","","1","","","","",""
"","Rathnapura","","","","","","","","","","","","","","",""
"","","Eheliyagoda","","","14","46","","","","","13","","","","",""
"","","","Heavy rain & High Wind","","","","","","","","","","","","",""
"","","Imbulpe","","","5","21","","","","","5","","","","",""
"","","Pelmadulla","Tree Fallen","","1","1","","","","","1","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","29","103","1","0","0","0","26","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","67","253","1","0","0","2","47","1","0","0","0","0"
"","මාතර","Thihagoda","","","1","4","","","","","1","","","","",""
"7","khj;jiw","","Heavy rain & Wind","2020.09.06","","","","","","","","","","","",""
"","Matara","Hakmana","","","5","12","","","","","5","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","6","16","0","0","0","0","6","0","0","0","0","0"
"","","Katuwana","","2020.09.06","1","5","","","","","1","","","","",""
"දකුනු පලාත   njd;","","","","","","","","","","","","","","","",""
"","","","High wind","","","","","","","","","","","","",""
"khfhzk;","හම්බනමතාට","","","","","","","","","","","","","","",""
"","","Suriyawewa","","2020.09.07","","","","","","","1","","","","",""
"Southern
8","","","","","","","","","","","","","","","",""
"","`k;ghe;Njhl;ilH","","","","","","","","","","","","","","",""
"","ambantota","Beliaththa","Tree Fallen","2020.09.06","1","3","","","","","1","","","","",""
"","","Thangalla","High wind","2020.09.06","2","7","","","","","2","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","4","15","0","0","0","0","5","0","0","0","0","0"
"","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","10","31","0","0","0","0","11","0","0","0","0","0"
"","","Colombo","","","9","34","","2","","","9","","","","",""
"","","Rathmalana","","","14","49","","","","","14","","","","",""
"","","Kolonnawa","","","2","9","","","","","2","","","","",""
"","","Kotte","","","3","14","","","","","3","","","","",""
"","","Moratuwa","","","68","248","","","","2","66","","","","",""
"","මකාළඹ","Padukka","","","1","5","","","","","1","","","","",""
"","","","Heavy rain and High","","","","","","","","","","","","",""
"9","nfhOk;G","Maharagama","","2020.09.07","7","24","","","","","7","","","","",""
"","","","Wind","","","","","","","","","","","","",""
"","Colombo","","","","","","","","","","","","","","",""
"","","Dehiwala","","","8","30","","","","","8","","","","",""
"","","Homagama","","","","","","","","","","","","","",""
"","","Thimbirigasyaya","","","7","26","","","","","7","","","","",""
"","","Kesbewa","","","2","8","","","","","2","","","","",""
"","","Seethawaka","","","15","60","","","","","15","","","","",""
"","","Kaduwela","","","3","11","1","2","","1","2","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","139","518","1","4","0","3","136","0","0","0","0","0"
"","","Kelaniya","Flood","2020.09.06","473","1904","","","","","7","","","","",""
"","","","Flood, Heavy Rain,Tree","","","","","","","","","","","","",""
"","","Attanagalla","","2020.09.07,08","25","103","","","","","5","","","","",""
"","","","Fallen","","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","","",""
"","","Mahara","Heavy rain & Wind","","11","45","","","","","10","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","",""
"බසරනාහිර පලාත","","Minuwangoda","High wind","","11","39","","","","","11","","","","",""
"","","","Cutting failure","","1","5","","","","","1","","","1","1","5"
"","ගම්පහ","Dompe","Heavy rain","","2","8","","","","","2","","","","",""
"","fk;g`h","","","","","","","","","","","","","","",""
"","","","Tree Fallen","2020.09.06","1","7","","","","","1","","","","",""
"10","Gampaha","","","","","","","","","","","","","","",""
"","","Ja-Ela","High wind","","4","160","","","","","4","1","","","",""
"","","Biyagama","Tree Fallen","","5","18","","","","","5","","","","",""
"","","Negombo","","","6","21","","","","","6","","","","",""
"","","","Heavy rain & Wind","","","","","","","","","","","","",""
"","","Mirigama","","","10","34","","1","","","10","","","","",""
"","","Divulapitiya","Wind","","6","23","","","","","6","","","","",""
"","","Wattala","High wind","2020.09.07","20","76","","","","","20","","","","",""
"","","Katana","Heavy rain & Wind","","3","11","","","","","3","","","","",""
"","","Gampaha","Rain & Wind","2020.09.06","5","19","","","","","5","","","","",""
"","දිසරික් එකතුව khtl;l $l;Lj;njhif District Total","","","","583","2473","0","1","0","0","96","1","0","1","1","5"
