"දකුනු පලාත/","","","","","","","","","","","","",""
"Ambalanthota","2018.07.16","","","","5","","","","","1","","",""
"njd;","","","","","","","","","","","","",""
"හම්බන්නතොට","","","","","","","","","","","","",""
"khfhzk;/","","","","","","","","","","","","",""
"16
High Wind
`k;ghe;Njhl;il
Okewela","2018.07.17","1","5","","","","","1","","","","",""
"Southern","","","","","","","","","","","","",""
"Hambantota","","","","","","","","","","","","",""
"Thissamaharamaya","2018.07.17","","","","","","","13","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","1","5","0","5","0","0","14","0","1","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","2","9","0","5","7","1","14","0","1","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","101467","348015","0","12","14","15","354","7","2","6","31","136"
"","","","","රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","","","",""
