"Delft","14","27","","","","","","","","","",""
"Velanai","1","6","","","","","","","","","",""
"Kayts","219","726","","","","","2","","","","",""
"Karainagar","151","541","","","","","1","","","","",""
"Jaffna","1296","4389","","","","","","","","","",""
"Nallur","1481","4766","","","","","3","","","","",""
"Sandilippai
යාපනය","762","2752","","","","","5","","","","",""
"","2021.11.09 -","","","","","","","","","","",""
"5
Flood
Chankanai
aho;g;ghzk;","1071","3646","","","","1","25","","","","",""
"","2021.11.10","","","","","","","","","","",""
"Jaffna
Uduvil","149","513","","","","","3","","","","",""
"Thellipalai","458","1643","","","","","","","","","",""
"Kopay","1065","3498","","","","","19","1","","","",""
"Chavakacheri","805","2537","","","","","57","","","","",""
"උතුරු පලාත","","","","","","","","","","","",""
"Karaveddy","1272","3982","","","","","6","2","","","",""
"tl khfhzk;","","","","","","","","","","","",""
"Point Pedro
Northen","1660","5663","","","","","11","","","","",""
"Maruthanke","222","555","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","10626","35244","0","0","0","1","132","3","0","0","0","0"
"වව්නියාව","","","","","","","","","","","",""
"6
Vavuniya North
Heavy Rain
tTdpah","2021.11.08
1","4","","","","","1","","","","",""
"Vavuniya","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","1","4","0","0","0","0","1","0","0","0","0","0"
"මුලතිව්න 
Maritimepattu
Heavy Rain","2021.11.08
1","5","","","","","1","","","","",""
"7
Ky;iyj;jPT","","","","","","","","","","","",""
"Mulaitivu
Thunukkai
Lightning","2021.10.29
1","6","1","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","2","11","1","0","0","0","2","0","0","0","0","0"
"Karachchi","12","35","","","","","1","","","","",""
"කිලිලනාච්චිය","","","","","","","","","","","",""
"Kandavalai
Heavy Rain &","2","5","","","","","1","","","","",""
"8
fpspnehr;rp","2021.11.08","","","","","","","","","","",""
"Flood
Poonakary","2","7","","","","","2","","","","",""
"Killinochchi","","","","","","","","","","","",""
"Pachchilapalli","43","140","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","59","187","0","0","0","0","4","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","15650","53292","1","0","0","1","142","3","0","0","0","0"
"Badulla","395","1473","","","","","348","3","","","",""
"Haliela","97","406","","","","","74","4","1","","",""
"Ella","157","646","1","","","6","86","3","","1","12","42"
"Passara","101","388","3","","","5","75","","","3","23","76"
"Bandarawela","33","144","","","","","31","","","","",""
"Meegahakiula
බදුේල","4","12","","","","","4","","","","",""
"Flood","","","","","","","","","","","",""
"9
ඌව          
gJs;is     
Lunugala","2021.10.29
1","6","","","","","1","","","","",""
"Cth 
Badulla
Welimada","8","34","","","","","8","","","","",""
"khfhzk;","","","","","","","","","","","",""
"Haldumulla","6","32","","","","","6","","","","",""
"Uva","","","","","","","","","","","",""
"Ridimaliyadda","1","6","","","","","1","","","","",""
"Uwaparanagama","4","17","","","","","4","","","","",""
"Soranathota","8","20","","","","","5","","","","",""
"Haputale
Landslide","4","14","","","","","4","","","","",""
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","819","3198","4","0","0","11","647","10","1","4","35","118"
