"කෑගල්ල","","","","","","","","","","","","",""
"1
Nffhiy","","","","","","","","","","","","",""
"දැඩි සුලග/fLk; 
සබරගමුෙ පලාත","","","","","","","","","","","","",""
"Yatiyantota
Kegalle","","1","3","","","","","1","","","","",""
"rg;ufKt 
fhw;W/High Wind","2019.02.11","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","",""
"Kegalle
Tree Fallen","","1","5","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","159","627","0","0","0","0","2","0","0","0","0","0"
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","159","627","0","0","0","0","2","0","0","0","0","0"
"පුත්තලම","","","","","","","","","","","","",""
"Dankotuwa
නියඟය","","13","52","","","","","","","","","",""
"2
ෙයඹ පලාත   
Gj;jsk;","2019.01.24","","","","","","","","","","","",""
"Drought","","","","","","","","","","","","",""
"Arachchikattuwa
tlNky; 
Puttalam","","226","821","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","239","873","0","0","0","0","0","0","0","0","0","0"
"North Western","","","","","","","","","","","","",""
"පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","239","873","0","0","0","0","0","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","398","1500","0","0","0","0","2","0","0","0","0","0"
