"ඉ","දිරි දින තුන සඳහා තද වැසි පිළි ඳ අනතුරු ඇඟවීම","","","",""
"","පළාත","දිස්ත්‍රික්කය","","",""
"","","","බනාවැම් ර් 28","බනාවැම් ර් 29","බනාවැම් ර් 30"
"","","","විටිේ විට වැසි ව ෝ","විටිේ විට වැසි ව ෝ",""
"","","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,",""
"","","මුලතිේ","ඇතැම් සරථොන වලට මි.මි.","ඇතැම් සරථොන වලට","විටිේ විට වැසි"
"","","","150ට වැඩි ඉතා තද වැසි","මි.මි. (100-150) දක්වො",""
"","","","","තද වැසි",""
"","","","විටිේ විට වැසි ව ෝ","විටිේ විට වැසි ව ෝ",""
"","","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,",""
"","","යොෙනය","ඇතැම් සරථොන වලට මි.මි.","ඇතැම් සරථොන වලට","විටිේ විට වැසි"
"","","","150ට වැඩි ඉතා තද වැසි","මි.මි. (100-150) දක්වො",""
"","","","","තද වැසි",""
"","","","විටිේ විට වැසි ව ෝ","විටිේ විට වැසි ව ෝ",""
"","","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,",""
"උතුර","","","","",""
"","","වවුනියො","ඇතැම් සරථොන වලට මි.මි.","ඇතැම් සරථොන වලට","විටිේ විට වැසි"
"","","","150ට වැඩි ඉතා තද වැසි","මි.මි. (100-150) දක්වො",""
"","","","","තද වැසි",""
"","","","විටිේ විට වැසි ව ෝ","විටිේ විට වැසි ව ෝ",""
"","","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,",""
"","","මේනොරම","ඇතැම් සරථොන වලට මි.මි.","ඇතැම් සරථොන වලට","විටිේ විට වැසි"
"","","","150ට වැඩි ඉතා තද වැසි","මි.මි. (100-150) දක්වො",""
"","","","","තද වැසි",""
"","","","විටිේ විට වැසි ව ෝ","විටිේ විට වැසි ව ෝ",""
"","","","ගිගුරුම් සහිත වැසි,","ගිගුරුම් සහිත වැසි,",""
"","","කිලිවනොච්චි","ඇතැම් සරථොන වලට මි.මි.","ඇතැම් සරථොන වලට","විටිේ විට වැසි"
"","","","150ට වැඩි ඉතා තද වැසි","මි.මි. (100-150) දක්වො",""
"","","","","තද වැසි",""
