"න්‍ගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධ්‍පුරය","35","25","95","55","වැසි වාර කිහිපයක්"
"මඩකලපුව","32","25","95","70","වැසි වාර කිහිපයක්"
"හකාළඹ","32","26","90","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ගාල්ල","33","25","90","70","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"යාපනය","33","24","95","65","වැසි ස්වල්පයක්"
"ම නුවර","34","21","95","50","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"නුවරඑළිය","22","12","95","50","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"රත්නපුරය","36","24","95","55","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
"ිකුණාමලය","33","26","95","60","සිහින් වැසි වාර කිහිපයක්"
"මන්නාරම","32","26","95","60","සවස 2.00න් පසුව වැසි හ ෝ ගිගුරුම් සහිත වැසි ඇති හේ"
