"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","33","23","95","60","ප්‍රධාන වශයයන් වැසි රහිත"
"මඩකලපුව","30","25","95","75","වැසි ස්වල්පයක්"
"යකාළඹ","32","25","90","70","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"ගාල්ල","30","25","90","80","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"යාපනය","31","24","95","70","ප්‍රධාන වශයයන් වැසි රහිත"
"මහනුවර","30","20","95","60","ප්‍රධාන වශයයන් වැසි රහිත"
"නුවරඑළිය","21","13","95","60","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"රත්නපුරය","33","24","95","60","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"ත්‍රිකුණාමලය","30","24","95","70","වැසි ස්වල්පයක්"
"මන්නාරම","31","26","90","70","සවස 2.00න් පසුව වැසි යහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
