"","Weather Forecast for Main Cities","","","Date :","19-Feb-2025"
"","Temperature (0C)","","Relative Humidity (%)","",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","21","90","50","Mainly fair"
"Batticaloa","30","23","90","70","Mainly fair"
"Colombo","32","25","90","60","Mainly fair"
"Galle","30","24","95","75","Showers or thundershowers are likely after 4.00p.m"
"Jaffna","32","20","90","60","Mainly fair"
"Kandy","33","19","90","50","Mainly fair"
"Nuwara-Eliya","22","8","90","45","Mainly fair"
"Ratnapura","36","24","95","45","Showers or thundershowers are likely after 4.00p.m"
"Trincomalee","30","22","85","60","Mainly fair"
"Mannar","31","25","85","60","Mainly fair"
