"","","Walasmulle","Cutting failure","2019.09.22/24","6","29","","","","3","3","","","","",""
"","හම්බන්කතොට","","","","","","","","","","","","","","",""
"3","`k;ghe;Njhl;il","Weeraketiya","Flood","2019.09.22/23","2","8","","","","","2","","","","",""
"","Hambantota","Katuwana","Cutting failure","2019.09.22/24","","","","","","","","","","","",""
"","","","","","2","11","","","","","2","","","","",""
"","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","10","48","0","0","0","3","7","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","6730","25006","1","6","0","27","334","22","0","5","96","289"
"","","Mathugama","","","16","74","","","","","2","","","","",""
"","","Kalutara","","","86","385","","","","","8","","","","",""
"","","Agalawtta","","","6","24","","","","","6","","","","",""
"","කළුතර","","","","","","","","","","","","","","",""
"","","Palindanuwara","Heavy Rain /","","19","67","","","","","10","","","","",""
"4","fSj;Jiw","","","2019.09.22/ 23","","","","","","","","","","","",""
"","","","High Wind","","","","","","","","","","","","",""
"","Kalutara","Walallavita","","","20","70","","","","","12","","","","",""
"","","Bulathsinghala","","","4","15","","","","","4","","","","",""
"","","Horana","","","5","19","","","","2","3","","","","",""
"","","Ingiriya","","","1","5","","","","","1","","","","",""
"","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","157","659","0","0","0","2","46","0","0","0","0","0"
"","","","","","","","","","","","","","","","","Liyanage Community"
"","","Thimbirigasyaya","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","hall"
"","","","","","920","3895","","","","","6","","","1","20","70"
"","","Kotte","","","736","2627","","","","","","","","14","709","2498"
"","කකොළඹ","","","","","","","","","","","","","","",""
"","","Seethawaka","","","13","60","","","","","4","","","","",""
"5","nfhOk;G","","Flash Flood","2019.09.24","","","","","","","","","","","",""
"","Colombo","Moratuwa","","","195","717","","","","","","","","","",""
"Western","","Colombo","","","1220","3320","","","","","300","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","","",""
"","","Homagame","","","25","88","","","","","21","","","","",""
"බස෇න෈හිර ප඼෈ත","","","","","","","","","","","","","","","",""
"","","Kaduwela","","","56","277","","","","","56","","","","",""
"","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","3165","10984","0","0","0","0","387","0","0","15","729","2568"
"","","","","2019.09.23","11","43","","","","","4","","","","",""
"","","Dompe","","","","","","","","","","","","","",""
"","","","","2019.09.24","11","42","","","","","","","","1","4","12"
"","","Kelaniya","Flood","2019.09.23","2124","9608","","","","","","","","5","1073","4922"
"","","Wattale","","2019.09.24","3769","15017","","","","","18","","","11","1743","6910"
"","","Mahara","","2019.09.24","277","1082","","","","1","6","","","","",""
"","ගම්පහ","","","","","","","","","","","","","","",""
"6","fk;g`h","Biyagame","Heavy Rain","2019.09.24","30","89","","","","","2","","","","",""
"","Gampaha","","","","","","","","","","","","","","",""
"","","Gampaha","Flood","2019.09.24","22","92","","","","","3","","","2","21","88"
"","","Minuwangoda","Heavy Rain","2019.09.23","10","23","","","","","10","","","","",""
"","","Negombo","","2019.09.24","1609","6694","","","","","","","","3","30","110"
"","","Katana","Flood","2019.09.24","2735","9998","","","","","","","","","",""
"","","Jaela","","2019.09.24","157","634","","","","","3","","","","",""
"","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","10755","43322","0","0","0","1","46","0","0","22","2871","12042"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","14077","54965","0","0","0","3","479","0","0","37","3600","14610"
"","නුලර","Pathadumbara","Heavy Rain","2019.09.21/24","1","6","","","","","1","","","","",""
"7","fz;b","","","","","","","","","","","","","","",""
"මධයම ප඼෈ත","","","","","","","","","","","","","","","",""
"","Kandy","Udunuwara","High wind","2019.09.24","1","5","","","","","1","","","","",""
"kj;jpa khfhzk","","","","","","","","","","","","","","","",""
"Central","","","","","","","","","","","","","","","",""
"","දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","","","2","11","0","0","0","0","2","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","","2","11","0","0","0","0","2","0","0","0","0","0"
