"Kandawalai","","3317","10967","","","","","8","","","13","714","2209"
"කිලිගනාච්චිය","","","","","","","","","","","","",""
"Karachchi","","3147","10220","","","","","27","","","6","182","628"
"8
Flood
fpspnehr;rp","2019.12.05","","","","","","","","","","","",""
"Pachchilaipallai","","252","731","","","","","","","","1","1","5"
"Killinochchi","","","","","","","","","","","","",""
"Poonakary","","125","344","","","","","2","","","1","23","64"
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total","","6841","22262","0","0","0","0","37","0","0","21","920","2906"
"උතුරු පලාත","","","","","","","","","","","","",""
"tl khfhzk; 
Vavuniya North","","242","721","","","","","17","","","5","92","261"
"Northen
වව්ියාව tTdpah","","","","","","","","","","","","",""
"9
Flood
Vavuniya South","2019.12.05","2","3","","","","","2","","","","",""
"Vavuniya","","","","","","","","","","","","",""
"Vengalacheddi kulam","","86","293","","","","","86","","","1","86","293"
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total","","330","1017","0","0","0","0","105","0","0","6","178","554"
"Velanai","2019.12.05","4","17","","","","","1","","","","",""
"Kayts","2019.12.06","47","186","","","","","","","","","",""
"Jaffna","2019.12.06","119","446","","","","","6","","","","",""
"Nallur","2019.12.06","2","8","","","","","1","","","","",""
"Kopay","2019.12.06","73","264","","","","","6","","","","",""
"යාපනය","","","","","","","","","","","","",""
"Sandilipay","2019.12.06","10","41","","","","","6","","","","",""
"10
Flood
aho;g;ghzk;","","","","","","","","","","","","",""
"Uduvil","2019.12.06","33","122","","","","","1","","","2","32","116"
"Jaffna","","","","","","","","","","","","",""
"Tellippallai","2019.12.06","160","546","","","","","","","","","",""
"Chavakachcheri","2019.12.05","58","158","","","","","58","","","","",""
"Karaveddy","2019.12.06","148","610","","","","","","","","","",""
"PointPedro","2019.12.06","295","1075","","","","","2","","","","",""
"Maruthankrny","2019.12.06","266","761","","","","","","","","3","25","82"
"දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total","","1215","4234","0","0","0","0","81","0","0","5","57","198"
