"","Weather Forecast for Main Cities","","","Date :","10-Sep-2025"
"","Temperature (0C)","","","Relative Humidity (%)",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","34","25","90","50","Showers or thundershowers are likely after 2.00p.m"
"Batticaloa","33","26","90","70","Showers or thundershowers after 2.00p.m"
"Colombo","31","27","80","70","A few showers"
"Galle","29","27","85","75","A few showers"
"Jaffna","33","26","95","70","Showers or thundershowers are likely after 2.00p.m"
"Kandy","31","22","95","60","Showers or thundershowers are likely after 2.00p.m"
"Nuwara-Eliya","21","13","95","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","36","24","95","60","Showers or thundershowers after 2.00p.m"
"Trincomalee","33","25","90","55","Showers or thundershowers are likely after 2.00p.m"
"Mannar","33","25","90","65","Showers or thundershowers are likely after 2.00p.m"
