"","பிரதான நகரங்களுக்கான வானிலை","","",""
"","","","",""
"","","","திகதி :","2024-02-09"
"","முன்னறிவித்தல்","","",""
"","","0C)","",""
"","வவப்பநிலை (","","சாரீரப்பதன் (%)",""
"நகரம்","","","","வானிலை"
"","உச்ச","குலறந்த","உச்ச 
குலறந்த",""
"","","","",""
"அனுராதபுரம்","32","22","90 
60","பிரதானமாக சீரான வானிலை"
"","","","",""
"மட்டக்களப்பு","29","23","90 
70","பிரதானமாக சீரான வானிலை"
"","","","",""
"வகாழும்பு","32","23","85 
60","பிரதானமாக சீரான வானிலை"
"","","","",""
"காைி","33","24","85 
50","பிரதானமாக சீரான வானிலை"
"","","","",""
"யாழ்ப்பாணம்","30","24","90 
65","பிரதானமாக சீரான வானிலை"
"","","","",""
"கண்டி","31","19","90 
50","பிரதானமாக சீரான வானிலை"
"","","","",""
"நுவவரைியா","21","14","60 
30","பிரதானமாக சீரான வானிலை"
"","","","",""
"இரத்தினபுரி","32","21","90 
60","பிரதானமாக சீரான வானிலை"
"","","","",""
"திருககாணமலை","30","25","80 
65","பிரதானமாக சீரான வானிலை"
"","","","",""
"மன்னார்","31","24","80 
65","பிரதானமாக சீரான வானிலை"
