"","","","Karaveddy","","2022.11.01","1","7","","","","","","","","","","",""
"","","","Jaffna","","2022.11.01","25","80","","","","","","","","","","",""
"","","යාපනය aho;g;ghzk;","","","","","","","","","","","","","","","",""
"","6","","Point Pedro","","2022.11.11","201","690","","","","","1","","","1","14","","46 Polikandy Com m on Hall."
"","","Jaffna","","","","","","","","","","","","","","","",""
"","","","Maruthankerny","","2022.11.11","24","72","","","","","","","","","","",""
"","","","Chavakachcheri","","2022.11.08","54","176","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","305","1025","0","0","0","0","1","0","0","1","14","46",""
"","","","Maritimepattu","Lightning","2022.11.03","1","5","","","","","1","","","","","",""
"","","මුලතිව් Ky;iyj;jPT","Manthai East","High Wind","2022.11.11","1","2","","","","","1","","","","","",""
"","7","","","","","","","","","","","","","","","","",""
"","","Mulaitivu","","","2022.11.07","1","5","","","","","1","","","","","",""
"උතුරු පලාත","","","Puthukudiyirippu","High Wind","","","","","","","","","","","","","",""
"tl khfhzk;","","","","","2022.11.08","2","6","","","","","2","","","","","",""
"Northen","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","5","18","0","0","0","0","5","0","0","0","0","0",""
"","","මන්නාරම","","","","","","","","","","","","","","","",""
"","8","","Manthai West","Heavy Rain","2022.11.08","1","4","","","","","1","","","","","",""
"","","kd;dhH   Mannar","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1","4","0","0","0","0","1","0","0","0","0","0",""
"","","","Pachchilaippalli","","2022.11.11","14","38","","","","","","","","","","",""
"","","කිලිලනාච්චිය","","","","","","","","","","","","","","","",""
"","9","fpspnehr;rp","Karachchi","Flood","","4","12","","","","","","","","","","",""
"","","Killinochchi","","","2022.11.11","","","","","","","","","","","","",""
"","","","Kandawalai","","","32","107","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","50","157","0","0","0","0","0","0","0","0","0","0",""
