"කළුතර  fSj;Jiw 
Mathugama
Heavy Rain","2024.08.17","9","35","","","","","","","","","",""
"Kalutara","","","","","","","","","","","","",""
"6
Beruwala
High Wind","2024.08.16","12","46","","","","","12","","","","",""
"බසරනාහිර පලාත","","","","","","","","","","","","",""
"Western         
Palindanuwara
Flood","2024.08.17","193","683","","","","","2","","","1","2","4"
"Nky; khfhzk","","","","","","","","","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","214","764","0","0","0","0","14","0","0","1","2","4"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","214","764","0","0","0","0","14","0","0","1","2","4"
"Arachchikattuwa","","1","5","","","","","1","","","","",""
"Puttalam","","109","497","","","","","109","","","","",""
"පුත්තලම","","","","","","","","","","","","",""
"Mundalama","","16","62","","","","","16","","","","",""
"වයඹ පලාත      
7
High Wind
Gj;jsk;","2024.08.16","","","","","","","","","","","",""
"Kalpitiya
tlNky; khfhzk","","12","47","","1","","","11","","","","",""
"Puttalam","","","","","","","","","","","","",""
"North 
Wanathawilluwa","","6","21","","1","","","6","","","","",""
"Western","","","","","","","","","","","","",""
"Chilaw","","1","4","","","","","1","","","","",""
"දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total","","145","636","0","2","0","0","144","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","145","636","0","2","0","0","144","0","0","0","0","0"
"මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","8717","27642","0","2","1","1","158","0","0","2","5","21"
"","","","","ආපදා කළමනාකරණ මධ්‍යසරථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
