"නගරය","","","","","කාලගුණය"
"","උපරිම","අවම","උපරිම","අවම",""
"අනුරාධපුරය","33","24","95","65","වැසි වාර කිහිපයක්"
"මඩකලපුව","30","25","95","70","වැසි වාර කිහිපයක්"
"නකාළඹ","32","24","90","70","ෙවෙ 2.00ේ පසුව වැසි න ෝ ගිගුරුම් ෙහිත වැසි ඇති නේ"
"ගාල්ල","31","25","95","70","ෙවෙ 2.00ේ පසුව වැසි න ෝ ගිගුරුම් ෙහිත වැසි ඇති නේ"
"යාපනය","30","24","90","75","විටිේ විට වැසි න ෝ ගිගුරුම් ෙහිත වැසි ඇති නේ"
"ම නුවර","33","21","95","65","ෙවෙ 2.00ේ පසුව වැසි න ෝ ගිගුරුම් ෙහිත වැසි ඇති නේ"
"නුවරඑළිය","20","12","90","70","ෙවෙ 2.00ේ පසුව වැසි න ෝ ගිගුරුම් ෙහිත වැසි ඇති නේ"
"රත්නපුරය","34","24","95","60","ෙවෙ 2.00ේ පසුව වැසි න ෝ ගිගුරුම් ෙහිත වැසි ඇති නේ"
"ත්‍රිකුණාමලය","31","25","95","75","වැසි වාර කිහිපයක්"
