"","","විටිේ විට වැසි වහෝ","",""
"","","","","වැසි සරවල්පයක් ඇතිවිය"
"","ත්‍රිකුණොමලය","ගිගුරුම් සහිත වැසි","වැසි වොර  කිහිපයක්",""
"","","","","හැක."
"","","සවසර කොලවේදී වහෝ","සවසර කොලවේදී වහෝ",""
"නැවගනහිර","","","",""
"","","","","වැසි සරවල්පයක් ඇතිවිය"
"","අම්පොර","රොත්‍රී  කොලවේදී වැසි වහෝ","රොත්‍රී  කොලවේදී වැසි",""
"","","","","හැක."
"","","ගිගුරුම් සහිත වැසි","වහෝ ගිගුරුම් සහිත වැසි",""
"","","","සවසර කොලවේදී වහෝ","සවසර කොලවේදී වහෝ"
"","මඩකලපුව","වැසි වොර  කිහිපයක්","රොත්‍රී  කොලවේදී වැසි","රොත්‍රී  කොලවේදී වැසි වහෝ"
"","","","වහෝ ගිගුරුම් සහිත වැසි","ගිගුරුම් සහිත වැසි"
"","","","සවසර කොලවේදී වහෝ","සවසර කොලවේදී වහෝ"
"","රත්නපුර","වැසි වොර  කිහිපයක්","රොත්‍රී  කොලවේදී වැසි","රොත්‍රී  කොලවේදී වැසි වහෝ"
"","","","වහෝ ගිගුරුම් සහිත වැසි","ගිගුරුම් සහිත වැසි"
"සබරගමුව","","","",""
"","","","සවසර කොලවේදී වහෝ","සවසර කොලවේදී වහෝ"
"","කෑගල්ල","වැසි වොර  කිහිපයක්","රොත්‍රී  කොලවේදී වැසි","රොත්‍රී  කොලවේදී වැසි වහෝ"
"","","","වහෝ ගිගුරුම් සහිත වැසි","ගිගුරුම් සහිත වැසි"
"","","විටිේ විට වැසි","වැසි වොර  කිහිපයක්","වැසි සරවල්පයක් ඇතිවිය"
"","වකොළඹ","","","හැක."
"","","විටිේ විට වැසි","වැසි වොර  කිහිපයක්","වැසි සරවල්පයක් ඇතිවිය"
"","කළුතර","","","හැක."
"බසරනොහිර","","","",""
"","","විටිේ විට වැසි","වැසි වොර  කිහිපයක්","වැසි සරවල්පයක් ඇතිවිය"
"","ගම්පහ","","","හැක."
"","","විටිේ විට වැසි","වැසි වොර  කිහිපයක්","වැසි වොර  කිහිපයක්"
"","ගොල්ල","","",""
"දකුණ","","විටිේ විට වැසි","වැසි වොර  කිහිපයක්","වැසි සරවල්පයක් ඇතිවිය"
"","මොතර","","","හැක."
"","","වැසි වොර  කිහිපයක්","වැසි වොර  කිහිපයක්","ප්‍රධ්‍ොන වශවයේ වැසි"
"","හම්බේවතොට","","",""
"","","","","රහිත"
"","","වැසි වොර  කිහිපයක්","සවසර කොලවේදී වහෝ",""
"","","","","ප්‍රධ්‍ොන වශවයේ වැසි"
"","වමොණරොගල","","රොත්‍රී  කොලවේදී වැසි",""
"","","","","රහිත"
"ඌව","","","වහෝ ගිගුරුම් සහිත වැසි",""
"","","වැසි වොර  කිහිපයක්","සවසර කොලවේදී වහෝ",""
"","","","","ප්‍රධ්‍ොන වශවයේ වැසි"
"","බදුල්ල","","රොත්‍රී  කොලවේදී වැසි",""
"","","","","රහිත"
"","","","වහෝ ගිගුරුම් සහිත වැසි",""
"","","","වැසි වොර  කිහිපයක්",""
"","කුරුණෑගල","විටිේ විට වැසි.","","වැසි වොර  කිහිපයක්"
