"H","eavy rain advisory for the next three days","","",""
"Province","District","29th Nov.","30th Nov.","01th Dec."
"","","Showers or","Showers at times",""
"","","thundershowers at","",""
"","","","","Several spells of"
"","","times ;Heavy rainfall","",""
"","Mullaittivu","","","showers"
"","","about 100 mm at","",""
"","","some places","",""
"","","Showers or","Showers at times","Showers at times"
"","","thundershowers at","",""
"Northern","","","",""
"","Jaffna","times ;Heavy rainfall","",""
"","","above 100 mm at","",""
"","","some places","",""
"","","Showers or","Showers at times",""
"","","","","Several spells of"
"","","thundershowers at","",""
"","","times ;Heavy rainfall","","showers"
"","Vavuniya","","",""
"","","about 100mm at","",""
"","","some places","",""
