"Western/ Nky;","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","",""
"/බස෇න෈හිර ප඼෈ත","","","","","","","","","","","","",""
"Gampaha","","29","70","","","","","28","3","","","",""
"Mahara","","15","58","","","","","15","","","","",""
"Biyagama","","19","79","","","","","18","1","","","",""
"Aththanagalla
ෙම්පහ/fk;g`h/","","215","1345","","","","","215","7","","","",""
"12
High Wind","2019.08.08","","","","","","","","","","","",""
"Gampaha
Waththala","","45","169","","","","","45","","","","",""
"Katana","","13","47","","","","","13","","","","",""
"Meerigama","","3","12","","","","","3","","","","",""
"Jaela","","6","28","","","","","6","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","345","1808","0","0","0","0","343","11","0","0","0","0"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","550","2581","0","2","0","0","546","14","0","0","0","0"
"හම්බන්ගතොට/`k;ghe;","","","","","","","","","","","","",""
"13
Hambantota
High wind
Njhl;il","2019.08.08","14","","","","","","","","","","",""
"Hambantota","","","","","","","","","","","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","14","0","0","0","0","0","0","0","0","0","0","0"
"දකුනු ප඼෈ත/njd;","","","","","","","","","","","","",""
"Imaduwa","2019.08.07","1","3","","","","","1","","","","",""
"khfhzk;/","","","","","","","","","","","","",""
"14
Tree fallen
Nagoda
ෙ෈ල්඼/fhyp/Galle
Southern/","2019.08.08","1","5","","","","","1","","","","",""
"Yakkalamulla","2019.08.09","1","6","","","","","1","","4","","",""
"දිස෇ත්‍රික් එකතුල/khtl;l $l;Lj;njhif/District Total","","3","14","0","0","0","0","3","0","4","0","0","0"
"පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","17","14","0","0","0","0","3","0","4","0","0","0"
"මුළු එකතුල   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","1212","4918","0","8","0","17","1124","71","8","2","10","49"
