"","Kelaniya","Flood","2022.10.14","2034","9121","","","","","","","","","",""
"","Mahara","Flood","2022.10.14","160","683","","","","","7","","","","",""
"","Katana","Flood","2022.10.14","314","1230","","","","2","2","","","","",""
"","Ja-Ela","Flood & Heavy Rain","2022.10.14","873","3462","","","","","","","","","",""
"","Dompe","Lightning / Tree Fallen","2022.10.13","94","386","","","","","3","","","2","59","239 1. Lenagampala Temple         
 2.Yattovita Nirmala Church"
"ෙම්පහ","Gampaha","Flood","2022.10.14","443","1806","","","","","2","","","","",""
"Western         
6","","","","","","","","","","","","","","",""
"fk;g`h Gampaha
Nky; khfhzk;","","","","","","","","","","","","","","",""
"බස්ත්‍ර ොහිර පලොත","","","","","","","","","","","","","","","1. Welikadammulla"
"","","","","","","","","","","","","","","","siddartha school        2."
"","Wattala","Flood","2022.10.14","4958","21143","","","","","","","","3","23","Pubudugama Community 
104"
"","","","","","","","","","","","","","","","Hall  3.Vijekumarathunga"
"","","","","","","","","","","","","","","","Ground"
"","Biyagama","Heavy Rain","2022.10.13","806","3047","","","","","1","","","1","3","15 1. Vardhanarama Temple"
"","Miniwangoda","Flood & Heavy Rain","2022.10.14","5","17","","","","","2","2","","","",""
"","Aththanagalla","Flood","2022.10.15","58","227","","","","","2","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","9745","41122","0","0","0","2","19","2","0","6","85","358"
"","","Cutting Failure","2022.10.14","5","18","","","","","","","","1","3","11 Meethotamulla Navy"
"","Kolonnawa","","","","","","","","","","","","","","Ground pavilion"
"","","Flood","2022.10.14","2492","8047","","","","","","","","2","33","188"
"","Ja'Pura - Kotte","Flash Flood","2022.10.14","144","583","","","","","","","","1","42","175 Rajagiriya Hewawitharana 
Primary School"
"","Thimbirigasyaya","Flash Flood","2022.10.14","178","707","","","","","","","","1","13","50 Wanathamulla Mohomad 
Community Hall"
"්කොළඹ","","","","","","","","","","","","","","",""
"","Homagama","Flash Flood","2022.10.14","124","406","","","","","1","","","","",""
"nfhOk;G","","","","","","","","","","","","","","",""
"Colombo","Kaduwela","Flash Flood","2022.10.14","194","728","","","","","","","","","",""
"","","","","","","","","","","","","","","","1.Ihala Hanwella"
"","","","","","","","","","","","","","","","Mayadunna M.V"
"","Seethawaka","Flash Flood","2022.10.14","216","802","","","","","","","","3","99","2.Kaluaggala Gira Imbula 
364"
"","","","","","","","","","","","","","","","Upasthanaramaya 3.Pahala"
"","","","","","","","","","","","","","","","Hanwella K.V"
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","3353","11291","0","0","0","0","1","0","0","8","190","788"
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","13321","53245","0","0","0","4","92","8","0","14","275","1146"
"","","High wind & Heavy","","","","","","","","","","","","",""
"පුත්තලම","Karuwalagaswewa","","","29","93","","","","","29","1","","","",""
"","","Rain","","","","","","","","","","","","",""
"8
Gj;jsk;","","","2022.10.13","","","","","","","","","","","",""
"වයඹ පලොත","","","","","","","","","","","","","","",""
"Puttalam","","","","","","","","","","","","","","",""
"tlNky;","Wennappuwa","Heavy rain","","1","2","","","","","1","","","","",""
"khfhzk;","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","30","95","0","0","0","0","30","1","0","0","0","0"
"North Western","","","","","","","","","","","","","","",""
"","පළොත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","30","95","0","0","0","0","30","1","0","0","0","0"
