"Galenbidunuwewa","High wind","2024.05.22","1","4","","2","","","1","","","","",""
"අනුරාධ්‍පුර    m.Guk;","","","","","","","","","","","","","",""
"15
E.N.P.","High wind","2024.05.22","1","1","","","","","1","","","","",""
"Anuradhapura","","","","","","","","","","","","","",""
"Thirappane","High wind","2024.05.21","3","11","","","","","3","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","5","16","0","2","0","0","5","0","0","0","0","0"
"Welikanda","High Wind","2024.05.17","1","4","","","","","1","","","","",""
"උතුරුමැද පලාත 
Thamankauwa","Lightning","2024.05.18","5","18","","","","","5","","","","",""
"tlkj;jpa","","","","","","","","","","","","","",""
"Dimbulagala","High Wind","2024.05.18","2","7","","","","","2","","","","",""
"නපානලානනරුව 
khfhzk;","","","","","","","","","","","","","",""
"16
nghyd;dWit 
Lankapura
North Central","Flood","2024.05.18","4","10","","","","","","","","","",""
"Polonnaruwa","","","","","","","","","","","","","",""
"Elahera","High Wind","2024.05.10","11","40","","","","","8","","","","",""
"Hingurakgoda","Heavy Rain","2024.05.11/12","2","8","","","","","2","","","","",""
"Medirigiriya","Lightning","2024.05.10","1","4","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","26","91","0","0","0","0","19","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","31","107","0","2","0","0","24","0","0","0","0","0"
"Ella","High Wind","2024.05.16","7","28","","","","","1","","","","",""
"Ridimaliyadda","Lightning","2024.05.18","2","9","","","","","2","","","","",""
"Mahiyanganaya","High Wind","2024.05.17","3","9","","","","","3","","","","",""
"Hali Ela","Heavy Rain","2024.05.15","1","4","","","","","1","","","","",""
"Haldummulla
බදුල්ල      gJs;is","Cutting faliture","2024.05.15","3","8","","","","","3","","","","",""
"17","","","","","","","","","","","","","",""
"ඌව                
   Badulla","","","","","","","","","","","","","",""
"Soranathota","Heavy Rain","2024.05.15","1","4","","","","","1","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","",""
"Welimada","Heavy Rain","2024.05.16","2","9","","","","","2","","","","",""
"Uva","","","","","","","","","","","","","",""
"Lunugala","Lightning","2024.05.16","4","14","","","","","4","","","","",""
"Bandarawela","Cutting faliture","2024.05.17","3","13","","","","","3","","","","",""
"Passara","High Wind","2024.05.18","1","2","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","27","100","0","0","0","0","21","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","27","100","0","0","0","0","21","0","0","0","0","0"
"ත්‍රීකුණාමලය","","","","","","","","","","","","","",""
"18
Seruwila
jp.kiy","High Wind","2024.05.21","1","4","","","","","1","","","","",""
"නැනගනහිර පලාත","","","","","","","","","","","","","",""
"Trincomalee","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","",""
