"Hikkaduwa","High Wind","2024.05.18","2","6","","","","","2","","","","",""
"Niyagama","High Wind","2024.05.18","1","3","","","","","1","","","","",""
"Ambalangoda","Heavy Rain","2024.05.18","1","4","","","","","1","","","","",""
"Gonupinuwela","High Wind/Tree fallan","2024.05.18","4","16","","","","","4","","","","",""
"Kadawathsathara","Flash Flood","2024.05.18","26","75","","","","","15","","","","",""
"Thawalama","Tree fallan","2024.05.19","3","8","","","","","3","","","","",""
"Elpitiya","Tree fallan","2024.05.19","6","24","","","","","6","","","","",""
"Habaraduwa","Tree fallan","2024.05.20","6","21","","","","","6","","","","",""
"ගාල්ල             fhyp","","","","","","","","","","","","","",""
"8
Imaduwa","Tree fallan","2024.05.19","2","5","1","","","","2","","","","",""
"Galle","","","","","","","","","","","","","",""
"Weliitiya Divithura","Cutting faliture","2024.05.20","3","6","","","","","3","","","","",""
"Waduraba","Tree fallan","2024.05.19","1","5","","","","","1","","","","",""
"Madampagama","Tree fallan","2024.05.20","2","7","","","","","2","","","","",""
"Karandeniya","Tree fallan","2024.05.19-20","10","42","","","","","10","","","","",""
"Yakkalamulla","Tree fallan","2024.05.19","3","11","","","","","3","","","","",""
"Rathgama","Tree fallan","2024.05.20","3","12","","","","","3","","","","",""
"Nagoda","Tree fallan","2024.05.20","8","38","","","","","7","","","","",""
"Balapiatiya","Tree fallan","2024.05.19","4","13","","","","","4","","","","",""
"Baddegama","Heavy Rain","2024.05.20","6","20","","","","","6","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","91","316","1","0","0","0","79","0","0","0","0","0"
"Akuressa","Flash Flood / Wind","2024.05.18","11","36","","","","","11","","","","",""
"Thihagoda","Flash Flood / Wind","2024.05.18","10","41","","","","","10","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","",""
"Malimboda
njd; khfhzk;","Flash Flood / Wind","2024.05.18","4","16","","","","","4","","","","",""
"Southern","","","","","","","","","","","","","",""
"Devinuwara","Flash Flood / Wind","2024.05.18","9","32","","","","","9","","","","",""
"Weligama","Flash Flood / Wind","2024.05.18","7","28","","","","","7","","","","",""
"Kamburupitiya","Flash Flood / Wind","2024.05.18","10","38","","","","","9","","","","",""
"Athuraliya","Flash Flood / Wind","2024.05.18","5","14","","","","","5","","","","",""
"මාතර","","","","","","","","","","","","","",""
"Kirinda","Flash Flood / Wind","2024.05.18","3","12","","","","","3","","","","",""
"khj;jiw   
9","","","","","","","","","","","","","",""
"Pasgoda
Matara","Flash Flood / Wind","2024.05.18","9","37","","","","","9","","","","",""
"Hakmana","Flash Flood / Wind","2024.05.18","6","26","","","","","6","","","","",""
"Matara","Flash Flood / Wind","2024.05.18","11","45","","","","","11","","","","",""
"Pitabeddara","Flash Flood / Wind","2024.05.18","10","37","","","","","10","","","","",""
"Mulatiyana","Flash Flood / Wind","2024.05.18","17","48","","","","","17","","","","",""
"Kotapola","Flash Flood / Wind","2024.05.18","7","27","","","","","7","","","","",""
"Dikwella","Flash Flood / Wind","2024.05.18","6","21","","","","","6","","","","",""
"Welipitiya","Flash Flood / Wind","2024.05.18","9","33","","","","","8","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","134","491","0","0","0","0","132","0","0","0","0","0"
"හම්බනනතාට","","","","","","","","","","","","","",""
"Hambantota","High wind","2024.05.19","1","2","","","","","1","","","","",""
"10
`k;ghe;Njhl;il","","","","","","","","","","","","","",""
"Beliatta
Hambantota","Flash Flood","2024.05.18","1","10","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","2","12","0","0","0","0","2","0","0","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","227","819","1","0","0","0","213","0","0","0","0","0"
"Madampe","","","303","969","1","","","","3","","","","",""
"Mundalama","","","370","1246","","","","","","","","","",""
"Puttalam","","","1302","4494","","","","","1","","","","",""
"Chilaw","","","217","887","","","","","5","","","","",""
"Arachchikattuwa","","","743","2653","","","","","1","1","","","",""
"Karuwalagaswewa","","","2","7","","","","","2","","","","",""
"පුත්තලම","Heavy Rain, Wind &","","","","","","","","","","","","",""
"11","","2024.05.22","","","","","","","","","","","",""
"Nawagattegama
Gj;jsk;  Puttalam","Flood","","14","42","","","","","","1","1","","",""
"Mahawewa","","","513","1549","","","","","3","","","1","60","190 Mudradevi Auditorium"
"Dankotuwa","","","1","8","","","","","1","","","","",""
"Nattandiya","","","32","91","1","1","","","","","","","",""
"Wennappuwa","","","5","200","","","","","","","","","",""
"Pallama","","","1","4","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","3503","12150","2","1","0","0","17","2","1","1","60","190"
