"","","","","","","","","","","","","","","Drinking water is being"
"කිලිනනාච්චිය 
Karachchi","Drought","2024.04.17","","","","","","","","","","","","distributed for drought"
"3","","","","","","","","","","","","","","areas"
"fpspnehr;rp","","","","","","","","","","","","","",""
"Poonakary
Killinochchi","High wind","2024.05.22","4","13","","","","","4","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","4","13","0","0","0","0","4","0","0","0","0","0"
"Nallur","High Wind","2024.05.16","1","4","","","","","1","","","","",""
"","High Wind","2024.05.16","1","1","","","","","1","","","","",""
"උතුරු පලාත","","","","","","","","","","","","","",""
"Velanai","Lightning","2024.05.16","","","","","","","","","1","","",""
"tl khfhzk;","","","","","","","","","","","","","",""
"යාපනය","","","","","","","","","","","","","",""
"Northen
4","High Wind","2024.05.18","","","","","","","","","1","","",""
"aho;g;ghzk; Jaffna","","","","","","","","","","","","","",""
"Tellippalai","High Wind","2024.05.19","1","2","","","","","1","","","","",""
"Jaffna","High Wind","2024.05.20","1","4","","","","","1","","","","",""
"Kopay","Lightning","2024.05.20","1","4","","","","","1","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","5","15","0","0","0","0","5","0","2","0","0","0"
"පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","9","28","0","0","0","0","9","0","2","0","0","0"
"Horana","Lightning","2024.05.20","9","31","","","","","9","","","","",""
"Mathugama","High Wind","2024.05.19","36","125","","","","","35","","","","",""
"Madurawela","Cutting faliture","2024.05.19","13","41","","","","","12","","","","",""
"Palindanuwara","High Wind","2024.05.19","3","17","","","","","3","","","","",""
"Beuwela","High Wind","2024.05.20","18","54","","","","","18","","","","",""
"Kaluthara","High Wind","2024.05.19","21","84","","","","","21","","","","",""
"කළුතර","","","","","","","","","","","","","",""
"Bandaragama","High Wind","2024.05.20","19","69","","","","1","17","","","","",""
"5
fSj;Jiw","","","","","","","","","","","","","",""
"Bulathsinhala","High Wind","2024.05.20","3","10","","","","","3","","","","",""
"Kalutara","","","","","","","","","","","","","",""
"Ingiriya","High Wind","2024.05.20","23","76","","","","","26","","","","",""
"Agalawattha","High Wind","2024.05.19","11","42","","","","","11","","","","",""
"Walallawita","High Wind","2024.05.19","12","49","","","","","12","","","","",""
"Millaniya","High Wind","2024.05.20","39","161","","","","","3","","","1","3","13 Roman Catholic Church"
"Dodangoda","High Wind","2024.05.20","33","132","","","","","33","","","","",""
"Panadura","High Wind","2024.05.21","7","29","","","","","10","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","247","920","0","0","0","1","213","0","0","1","3","13"
"Kelaniya","Flood","2024.05.21","259","1179","","","","","1","","","","",""
"Ja-Ela","Flood","2024.05.20/21","47","187","","","","","1","","","","",""
"Western        
Biyagama","Flood / High wind","2024.05.21","26","100","","","","","4","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","",""
"Attanagalla","Tree Fallen","2024.05.21","6","27","","","","","6","","","","",""
"බස්ත්‍රනාහිර පලාත","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Welikadamulla"
"Wattala","Flood","2024.05.20","3659","14743","","","","","","","","1","11","43"
"","","","","","","","","","","","","","","Siddartha College"
"ගම්පහ        
Mahara","Flood","2024.05.21","60","232","","","","","8","","","","",""
"6","","","","","","","","","","","","","",""
"fk;g`h Gampaha","","","","","","","","","","","","","",""
"Negambo","Flood","2024.05.22","2","8","","","","","2","","","","",""
"Gampaha","Flood","2024.05.21","137","545","","","","","","","","","",""
"Dompe","Tree Fallen","2024.05.20/21/","5","24","","","","","3","","","","",""
"Minuwangoda","Heavy Rain","2024.05.21","9","28","","","","","8","1","","","",""
"2024.05.21 1800hrs","Heavy Rain /Tree","","","","","","","","","","","","",""
"","","2024.05.21","","","","","","","130","","","","",""
"Report","Fallen / High Wind","","","","","","","","","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","4210","17073","0","0","0","0","163","1","0","1","11","43"
"Thimbirigasyaya","Flash Flood","2024.05.20","347","1491","","","","","","","","","",""
"නකාළඹ","","","","","","","","","","","","","",""
"7","","","","","","","","","","","","","",""
"nfhOk;G Colombo","","","","","","","","","","","","","",""
"Kesbewa","Rain / Wind","2024.05.20","5","21","","","","","5","","","","",""
"Padukka","Tree fallen","2024.05.20","5","22","","","","","5","","","","",""
"දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","357","1534","0","0","0","0","10","0","0","0","0","0"
